DRA Office,ID,State,Asian 2010 Total,Asian 2010 VAP,Asian 2019 CVAP,Asian 2019 Total,Asian 2020 ACSTot,Asian 2020 CVAP,Asian 2020 Total,Asian 2020 TotalAdj,Asian 2020 VAP,AsianAlone 2019 CVAP,AsianAlone 2020 ACSTot,AsianAlone 2020 CVAP,AsianAlone 2020 NHVAP,Black 2010 Total,Black 2010 VAP,Black 2019 CVAP,Black 2019 Total,Black 2020 ACSTot,Black 2020 CVAP,Black 2020 Total,Black 2020 TotalAdj,Black 2020 VAP,BlackAlone 2010 Total,BlackAlone 2010 VAP,BlackAlone 2019 CVAP,BlackAlone 2019 Total,BlackAlone 2020 ACSTot,BlackAlone 2020 CVAP,BlackAlone 2020 NHVAP,Dem 2012 Pres,Dem 2012-2020 Comp,Dem 2014 AG,Dem 2014 Gov,Dem 2014 Sen,Dem 2016 AG,Dem 2016 Gov,Dem 2016 LtG,Dem 2016 Pres,Dem 2016 Sen,Dem 2016 SenRoff,Dem 2016-2020 Comp,Dem 2016-2021 Comp,Dem 2017 AG,Dem 2017 Gov,Dem 2017 LtG,Dem 2017 SenSp,Dem 2018 AG,Dem 2018 Gov,Dem 2018 LtG,Dem 2018 Sen,Dem 2018 SenRoff,Dem 2018 SenSp,Dem 2019 AG,Dem 2019 Gov,Dem 2019 GovRoff,Dem 2019 LtG,Dem 2020 AG,Dem 2020 Aud,Dem 2020 Gov,Dem 2020 LtG,Dem 2020 Pres,Dem 2020 Sen,Dem 2020 Sen,Dem 2020 SenSp,Dem 2020 SoS,Dem 2020 Tres,Dem 2021 AG,Dem 2021 Gov,Dem 2021 LtG,Dem 2021 SenRoff,Dem 2021 SenSpRoff,Dem_2018_AG,Dem_2018_Sen,F109,F110,Hispanic 2010 Total,Hispanic 2010 VAP,Hispanic 2019 CVAP,Hispanic 2019 Total,Hispanic 2020 ACSTot,Hispanic 2020 CVAP,Hispanic 2020 NHVAP,Hispanic 2020 Total,Hispanic 2020 TotalAdj,Hispanic 2020 VAP,Label,Native 2010 Total,Native 2010 VAP,Native 2019 CVAP,Native 2019 Total,Native 2020 ACSTot,Native 2020 CVAP,Native 2020 Total,Native 2020 TotalAdj,Native 2020 VAP,NativeAlone 2010 Total,NativeAlone 2010 VAP,NativeAlone 2019 CVAP,NativeAlone 2019 Total,NativeAlone 2020 ACSTot,NativeAlone 2020 CVAP,NativeAlone 2020 NHVAP,OtherAlone 2019 CVAP,OtherAlone 2020 ACSTot,OtherAlone 2020 CVAP,OtherAlone 2020 NHVAP,Pacific 2010 Total,Pacific 2010 VAP,Pacific 2019 CVAP,Pacific 2019 Total,Pacific 2020 ACSTot,Pacific 2020 CVAP,Pacific 2020 Total,Pacific 2020 TotalAdj,Pacific 2020 VAP,PacificAlone 2020 ACSTot,PacificAlone 2020 CVAP,PacificAlone 2020 NHVAP,Rep 2012 Pres,Rep 2012-2020 Comp,Rep 2014 AG,Rep 2014 Gov,Rep 2014 Sen,Rep 2016 AG,Rep 2016 Gov,Rep 2016 LtG,Rep 2016 Pres,Rep 2016 Sen,Rep 2016 SenRoff,Rep 2016-2020 Comp,Rep 2016-2021 Comp,Rep 2017 AG,Rep 2017 Gov,Rep 2017 LtG,Rep 2017 SenSp,Rep 2018 AG,Rep 2018 Gov,Rep 2018 LtG,Rep 2018 Sen,Rep 2018 SenRoff,Rep 2018 SenSp,Rep 2019 AG,Rep 2019 Gov,Rep 2019 GovRoff,Rep 2019 LtG,Rep 2020 AG,Rep 2020 Aud,Rep 2020 Gov,Rep 2020 LtG,Rep 2020 Pres,Rep 2020 Sen,Rep 2020 Sen,Rep 2020 SenSp,Rep 2020 SoS,Rep 2020 Tres,Rep 2021 AG,Rep 2021 Gov,Rep 2021 LtG,Rep 2021 SenRoff,Rep 2021 SenSpRoff,Rep_2018_AG,Rep_2018_Sen,Total 2010 Total,Total 2010 VAP,Total 2012 Pres,Total 2012-2020 Comp,Total 2014 AG,Total 2014 Gov,Total 2014 Sen,Total 2016 AG,Total 2016 Gov,Total 2016 LtG,Total 2016 Pres,Total 2016 Sen,Total 2016 SenRoff,Total 2016-2020 Comp,Total 2016-2021 Comp,Total 2017 AG,Total 2017 Gov,Total 2017 LtG,Total 2017 SenSp,Total 2018 AG,Total 2018 Gov,Total 2018 LtG,Total 2018 Sen,Total 2018 SenRoff,Total 2018 SenSp,Total 2019 AG,Total 2019 CVAP,Total 2019 Gov,Total 2019 GovRoff,Total 2019 LtG,Total 2019 Total,Total 2020 ACSTot,Total 2020 AG,Total 2020 Aud,Total 2020 CVAP,Total 2020 Gov,Total 2020 LtG,Total 2020 NHVAP,Total 2020 Pres,Total 2020 Sen,Total 2020 Sen,Total 2020 SenSp,Total 2020 SoS,Total 2020 Total,Total 2020 TotalAdj,Total 2020 Tres,Total 2020 VAP,Total 2021 AG,Total 2021 Gov,Total 2021 LtG,Total 2021 SenRoff,Total 2021 SenSpRoff,Total_2018_AG,Total_2018_Sen,TwoOrMore 2019 CVAP,TwoOrMore 2020 ACSTot,TwoOrMore 2020 NHVAP,White 2010 Total,White 2010 VAP,White 2019 CVAP,White 2019 Total,White 2020 ACSTot,White 2020 CVAP,White 2020 NHVAP,White 2020 Total,White 2020 TotalAdj,White 2020 VAP
Representative,4,AL,4232,2991,2307,5514,5460,2361,6525,,4571,1834,3908,0,3373,55200,39149,40566,57963,57644,40698,59655,,42819,0,0,39661,0,51903,0,39507,,,,,,,,,53761,63985,,58855,,,,,52862,59832,59281,51500,,,,,,,,,,,,60726,,71699,,,,,,,,,,,,,39465,22966,11622,45145,46205,12428,31463,53874,,31463,4,11836,8761,8779,12543,12503,8893,26440,,19581,0,0,3730,0,4571,0,3296,477,599,0,824,944,555,226,926,457,186,822,,506,271,0,216,,,,,,,,,235439,227711,,202306,,,,,113480,173556,176165,181488,,,,,,,,,,,,262334,,253405,,,,,,,,,,,700351,536267,,,,,,,,,298177,292127,,263243,,,,,169163,233559,235950,233142,,,,,525093,,,,700188,701672,,,526676,,,556133,326949,,325717,,,717754,,,556133,,,,,,,,0,13300,19130,590931,463121,461199,581223,580910,461981,458324,573666,,458324
Representative,5,AL,13213,9272,8231,16387,16532,8501,20008,,14172,6688,12249,0,10703,114196,82375,92666,128141,130570,94795,136782,,101339,0,0,90584,0,121701,0,95014,,,,,,,,,91722,95634,,105811,,,,,94558,95995,95443,90422,,,,,,,,,,,,123036,,136074,,,,,,,,,,,,,31115,19628,12757,36006,36989,13438,29646,47307,,29646,5,10936,8104,8515,11688,12074,8699,24446,,18333,0,0,3222,0,3721,0,3177,924,1178,0,1673,1042,646,361,1402,1257,340,1578,,996,541,0,423,,,,,,,,,189922,196621,,168839,,,,,95263,150465,152501,156001,,,,,,,,,,,,216609,,208519,,,,,,,,,,,638617,488180,,,,,,,,,297866,292735,,279030,,,,,194815,246651,248366,246551,,,,,512538,,,,677482,685446,,,520376,,,561187,346696,,345316,,,717754,,,561187,,,,,,,,0,18092,22742,471855,370360,389577,488144,490977,394322,397809,491054,,397809
Representative,6,AL,12459,8679,6370,14488,15150,6970,17669,,12615,5222,11049,0,10505,117229,79924,96635,139835,144102,99370,145897,,104551,0,0,94981,0,135610,0,100385,,,,,,,,,91781,94709,,108064,,,,,102187,99017,102591,92251,,,,,,,,,,,,122033,,132809,,,,,,,,,,,,,33721,21455,10456,36128,36244,11265,29711,46872,,29711,6,4778,3658,3482,5568,6145,3668,15967,,11937,0,0,1147,0,992,0,1156,395,1903,0,1356,580,381,138,495,481,172,848,,579,235,0,216,,,,,,,,,215098,222802,,184816,,,,,107104,169161,166638,175447,,,,,,,,,,,,228506,,222607,,,,,,,,,,,663203,499806,,,,,,,,,321992,318121,,297026,,,,,214271,268364,269631,267860,,,,,506681,,,,690004,690309,,,509270,,,552286,356536,,356138,,,717754,,,552286,,,,,,,,0,13654,15929,496464,386926,389464,495428,490621,387807,393028,491446,,393028
Representative,7,AL,6602,5256,3798,9462,9854,4231,10824,,8730,3036,7485,0,6988,427803,313236,312634,413560,410405,312089,409643,,313904,0,0,310966,0,403879,0,306920,,,,,,,,,204960,201458,,194554,,,,,170786,178782,178182,174571,,,,,,,,,,,,214217,,220679,,,,,,,,,,,,,20014,13949,6157,21987,21943,6774,20755,30241,,20755,7,3850,2979,2578,4492,4707,2781,9611,,7346,0,0,835,0,892,0,1007,698,1011,0,1256,681,479,134,595,502,93,821,,576,113,0,191,,,,,,,,,107062,112900,,89580,,,,,53697,81774,83894,85532,,,,,,,,,,,,109374,,105011,,,,,,,,,,,732211,563474,,,,,,,,,319782,314697,,285999,,,,,226418,260691,262335,260244,,,,,545662,,,,711386,709218,,,546136,,,568067,327106,,326075,,,717754,,,568067,,,,,,,,0,9053,11653,276911,230159,220245,264439,264848,219974,219297,260458,,219297
Representative,1,AR,5356,3729,2665,6258,5993,2732,7852,,5576,2061,4223,0,4089,139232,93953,94428,137473,137760,94625,139921,,97812,0,0,92433,0,128287,0,93684,,,,,,,,,82710,85925,,73762,,,,,,65632,58715,61943,,,,,,,,,,,,80516,,73370,,,,,,,,,,,,,20867,12801,11224,26297,27115,11281,18103,29297,,18103,1,8390,6325,10377,15770,16302,11002,21046,,16066,0,0,2057,0,2413,0,2255,589,714,0,961,632,405,256,784,806,256,1895,,1079,440,0,683,,,,,,,,,178526,169204,,172730,,,,,,140648,145628,143653,,,,,,,,,,,,197832,,204920,,,,,,,,,,,762181,578121,,,,,,,,,274701,266070,,253353,,,,,,211691,212053,211402,,,,,572727,,,,757212,757135,,,573008,,,579039,286792,,278290,,,752509,,,579039,,,,,,,,0,24502,20588,590037,462207,453943,574959,569439,453357,438676,551532,,438676
Representative,2,AR,12755,9100,6954,16426,16628,7052,18424,,13270,5839,12019,0,10557,139877,95354,110187,159045,162433,112114,166319,,118487,0,0,107885,0,150982,0,111213,,,,,,,,,120843,129641,,119695,,,,,,104382,93177,93832,,,,,,,,,,,,140254,,131588,,,,,,,,,,,,,30596,19404,13053,35225,35465,13203,30008,46673,,30008,2,8535,6278,6159,9009,9364,6471,23460,,17665,0,0,1989,0,2403,0,2339,738,1559,0,1613,801,562,264,1129,1014,179,1008,,677,435,0,264,,,,,,,,,166843,161165,,166735,,,,,,140127,152854,150300,,,,,,,,,,,,183964,,195755,,,,,,,,,,,713415,543875,,,,,,,,,306119,302655,,294794,,,,,,251723,252435,251722,,,,,558537,,,,745917,747534,,,559490,,,582706,333041,,327343,,,752710,,,582706,,,,,,,,0,19822,23956,524159,414945,421647,528949,524853,420497,402756,498838,,402756
Representative,3,AR,19962,13964,11764,28182,29931,12225,33269,,23673,10503,23949,0,20240,21590,13205,16709,28619,30509,17254,31858,,20163,0,0,15420,0,20844,0,15785,,,,,,,,,82476,84505,,87172,,,,,,71748,65626,69003,,,,,,,,,,,,110479,,109431,,,,,,,,,,,,,88943,51677,37926,111007,114084,41981,78667,124073,,78667,3,19063,12790,13986,21823,22879,14622,45272,,31822,0,0,6298,0,6860,0,7439,678,3921,0,1456,5694,3119,1042,8484,9293,979,13592,,7661,8477,0,6873,,,,,,,,,156678,160385,,157289,,,,,,125955,133652,128927,,,,,,,,,,,,180794,,185992,,,,,,,,,,,644662,475683,,,,,,,,,259373,256540,,252852,,,,,,204375,205015,204179,,,,,495620,,,,722188,735234,,,507316,,,566367,300274,,295423,,,753219,,,566367,,,,,,,,0,31880,30256,493236,382670,413758,528659,525236,419895,405651,509829,,405651
Representative,4,AR,6849,4706,3055,7029,7397,3157,9013,,6220,2605,5198,0,4789,167971,118546,118484,164055,163181,118674,157870,,115416,0,0,116995,0,155372,0,110553,,,,,,,,,94416,100480,,84470,,,,,,73337,65700,68757,,,,,,,,,,,,92683,,85001,,,,,,,,,,,,,45630,27206,16293,51601,52965,17054,35224,56804,,35224,4,11600,8479,8696,12518,12735,8829,25836,,19359,0,0,3396,0,4236,0,3658,666,780,0,1230,722,480,136,1068,1620,431,1379,,876,906,0,430,,,,,,,,,182697,171110,,175063,,,,,,142938,150272,147553,,,,,,,,,,,,198057,,207204,,,,,,,,,,,795572,606709,,,,,,,,,290299,282079,,265872,,,,,,221630,222006,221432,,,,,580366,,,,774053,771970,,,579651,,,584161,298962,,292205,,,753086,,,584161,,,,,,,,0,16923,21588,566024,449073,433331,539886,535571,430914,406689,503351,,406689
Representative,1,AZ,28571,20701,20489,44333,48167,21104,48562,,35636,16836,34982,0,28532,24046,16351,20309,32631,36548,22615,36781,,26116,0,0,17492,0,25496,0,19482,,,,,,,,,165645,136495,,183759,,,,,,156856,140987,,173889,,,,,,,,,,,231828,,233047,,,,,,,,,,,,,112892,72333,68618,138362,136924,72687,90167,129929,,90167,1,19171,12809,12275,21167,21558,12347,27711,,19976,0,0,9853,0,12942,0,9198,1360,2077,0,2881,1934,1291,943,2580,2977,923,2877,,1850,1066,0,679,,,,,,,,,181468,210878,,197016,,,,,,181492,199696,,167968,,,,,,,,,,,225000,,226233,,,,,,,,,,,728419,576362,,,,,,,,,371758,364739,,386991,,,,,,338820,346349,,347905,,,,609749,,,,814924,823683,,,621909,,,650548,462714,,459280,,,794611,,,650548,,,,,,,,0,22648,20491,549852,457013,486238,585326,587549,490385,479118,555355,,479118
Representative,2,AZ,11187,8005,7522,15588,15769,7582,16397,,12333,5902,9252,0,8172,17382,11211,14457,22733,24927,15677,25186,,17206,0,0,12332,0,16775,0,12720,,,,,,,,,130295,129333,,147209,,,,,,129114,114224,,136981,,,,,,,,,,,183709,,190742,,,,,,,,,,,,,117404,75719,81118,136205,141268,83860,92007,133934,,92007,2,181587,118846,123438,187258,187786,124686,187042,,130920,0,0,117697,0,167658,0,115094,1542,1654,0,2347,1873,1198,898,3492,3927,1031,3240,,2134,1363,0,811,,,,,,,,,162484,159558,,176795,,,,,,155665,170915,,147026,,,,,,,,,,,215674,,211898,,,,,,,,,,,740158,559223,,,,,,,,,317058,311185,,331400,,,,,,285354,292710,,293374,,,,595548,,,,783781,793747,,,605347,,,628519,405642,,402640,,,794612,,,628519,,,,,,,,0,19033,20045,424792,350587,367181,435180,436740,371095,377323,439262,,377323
Representative,3,AZ,21350,15105,11810,26143,27288,12074,29025,,21438,10390,18538,0,16175,74702,48792,53223,92968,95605,54081,99476,,67446,0,0,50039,0,76584,0,57372,,,,,,,,,121424,105226,,131484,,,,,,108455,100890,,112659,,,,,,,,,,,171012,,174414,,,,,,,,,,,,,460116,277538,219348,530403,541026,233574,330596,497430,,330596,3,28538,18160,14228,31368,32492,14019,41416,,29136,0,0,12089,0,16394,0,11857,1792,1569,0,2617,2537,1600,769,4362,4058,575,4031,,2605,1589,0,1307,,,,,,,,,36498,52415,,41808,,,,,,35372,41923,,29956,,,,,,,,,,,54815,,52977,,,,,,,,,,,710929,475030,,,,,,,,,170143,166751,,177299,,,,,,144214,147321,,147858,,,,434600,,,,818616,832274,,,450729,,,568035,229528,,227391,,,794612,,,568035,,,,,,,,0,16388,12968,147755,126101,134123,159187,160182,135175,135143,155477,,135143
Representative,4,AZ,36115,27269,20419,50892,54269,23106,57732,,45759,17024,41473,0,37360,41708,27674,35063,56798,63951,39561,59600,,41594,0,0,31669,0,47713,0,32033,,,,,,,,,136013,118120,,156461,,,,,,131471,120025,,143972,,,,,,,,,,,201148,,205870,,,,,,,,,,,,,184456,117609,106804,213557,213084,109719,145556,212504,,145556,4,24595,16145,16429,31425,30932,15969,38613,,27295,0,0,13522,0,17929,0,13036,1702,1552,0,2855,4194,2685,1839,5589,5870,1611,5715,,3757,2862,0,1971,,,,,,,,,128842,150216,,138427,,,,,,125524,137417,,114092,,,,,,,,,,,162949,,161758,,,,,,,,,,,731383,560451,,,,,,,,,292378,285988,,302289,,,,,,257426,263666,,264868,,,,567116,,,,809340,821574,,,582034,,,628965,371378,,367628,,,794611,,,628965,,,,,,,,0,25851,22449,453871,375993,385294,468674,471111,390309,373705,438281,,373705
Representative,5,AZ,35587,22970,22932,48995,50650,24269,61660,,42047,19896,38523,0,34962,26447,15414,18363,33945,35683,19513,41770,,26563,0,0,16214,0,24523,0,20259,,,,,,,,,103832,89697,,127801,,,,,,105257,93270,,116084,,,,,,,,,,,171318,,176600,,,,,,,,,,,,,98959,58489,72390,123483,131234,77283,89803,141062,,89803,5,9720,5855,6501,12149,13080,7022,22476,,14972,0,0,4623,0,5759,0,4349,1476,1640,0,2302,2865,1511,633,2913,2786,579,4918,,3028,739,0,1259,,,,,,,,,166365,180506,,188978,,,,,,162684,175715,,153037,,,,,,,,,,,239637,,236813,,,,,,,,,,,616892,433499,,,,,,,,,293915,287251,,323023,,,,,,268362,274383,,275277,,,,506156,,,,727657,753245,,,528233,,,584092,417448,,413413,,,794612,,,584092,,,,,,,,0,22435,19913,451465,332598,383975,514534,528389,397839,411245,532842,,411245
Representative,6,AZ,27548,19925,16349,32902,34191,17582,37198,,27698,12811,21923,0,19638,33926,22611,20433,35996,38885,22578,41106,,27963,0,0,17858,0,25150,0,20545,,,,,,,,,155070,143366,,173479,,,,,,158268,135831,,158735,,,,,,,,,,,214892,,218677,,,,,,,,,,,,,167706,110605,126120,205674,206957,130335,136923,196567,,136923,6,17316,11780,10121,22756,23312,10451,28394,,20616,0,0,6884,0,8304,0,5640,1932,1432,0,2877,3944,2796,1291,4384,4092,1401,4976,,3508,2122,0,1381,,,,,,,,,173737,184068,,187398,,,,,,166013,188736,,167080,,,,,,,,,,,214586,,214458,,,,,,,,,,,735926,580007,,,,,,,,,354405,346832,,368058,,,,,,324878,331591,,332993,,,,591751,,,,778768,790390,,,606381,,,642434,436083,,433135,,,794611,,,642434,,,,,,,,0,24974,22788,499354,418958,415699,496073,499533,422736,432642,501707,,432642
Representative,7,AZ,20189,14889,10904,21959,21395,10788,23815,,18143,8878,14237,0,12900,36319,23517,23890,43389,42812,23277,43752,,29754,0,0,21698,0,28605,0,23154,,,,,,,,,149723,129904,,156296,,,,,,136026,122277,,134943,,,,,,,,,,,194849,,200338,,,,,,,,,,,,,446473,289363,262031,486910,494686,273119,333554,475267,,333554,7,40647,26803,20551,56535,56527,20929,49322,,35015,0,0,18148,0,25483,0,16842,1232,1065,0,2343,2592,1674,603,1914,2373,786,3173,,2162,956,0,981,,,,,,,,,70427,86841,,77138,,,,,,63332,75671,,63205,,,,,,,,,,,97589,,93558,,,,,,,,,,,770698,555044,,,,,,,,,236125,229558,,238567,,,,,,199746,203918,,204826,,,,516611,,,,803106,809394,,,528947,,,601175,296842,,293896,,,794611,,,601175,,,,,,,,0,13125,13638,248371,211774,197976,231675,231238,198972,197763,226110,,197763
Representative,8,AZ,30655,21739,19836,44419,47735,21105,46829,,33420,16935,36537,0,27138,32070,20542,24444,41916,42027,24171,50344,,33748,0,0,21772,0,29546,0,26560,,,,,,,,,116708,102174,,133741,,,,,,113656,97242,,126112,,,,,,,,,,,171106,,177166,,,,,,,,,,,,,128204,80137,85465,158213,160364,86387,113766,168012,,113766,8,14251,9314,8176,15164,18413,10015,26290,,18558,0,0,5773,0,8488,0,6149,1972,3872,0,2565,2483,1533,772,3162,3024,781,3572,,2272,981,0,885,,,,,,,,,176019,183897,,187841,,,,,,166335,183252,,154762,,,,,,,,,,,225569,,221006,,,,,,,,,,,699919,538911,,,,,,,,,313776,306939,,327767,,,,,,280510,287230,,288018,,,,562909,,,,763422,776328,,,573386,,,628985,402270,,398172,,,794610,,,628985,,,,,,,,0,22431,20182,501537,409932,422549,512938,514118,429263,431740,510902,,431740
Representative,9,AZ,19705,12988,12531,25496,26982,12805,29914,,21156,11042,17583,0,14919,32065,19460,26462,44890,44877,26209,48379,,31786,0,0,24020,0,31581,0,24769,,,,,,,,,82457,76930,,98509,,,,,,81623,69595,,87725,,,,,,,,,,,132281,,139613,,,,,,,,,,,,,178939,109410,118326,215856,235147,129089,157245,237548,,157245,9,17561,11582,10839,21329,21181,11009,32296,,22742,0,0,7339,0,9337,0,7308,1698,2592,0,2482,2684,1607,906,3943,4340,1206,4710,,3165,1645,0,1316,,,,,,,,,156561,150888,,173679,,,,,,144981,157538,,138074,,,,,,,,,,,225867,,218960,,,,,,,,,,,657693,484476,,,,,,,,,255099,247817,,276953,,,,,,227057,232201,,232424,,,,535930,,,,750685,773429,,,553143,,,609223,363389,,358573,,,794612,,,609223,,,,,,,,0,20676,21769,418650,334939,365213,453420,454862,371048,379415,456611,,379415
Representative,1,CA,42630,28872,26479,49763,52006,27341,55484,54955,39916,23603,40191,0,32761,19709,12662,13550,23483,23528,13733,24034,22045,15965,0,0,11326,0,13701,0,10690,,,,,,,,,106000,,,110364,,,,,,102782,98384,,,,,,,,,,,,,136945,,,,,,,,,,,,,,,138446,87049,79952,157825,161169,82776,115742,171841,168674,115742,1,34966,23392,18460,33975,33157,18326,50682,49322,35585,0,0,8496,0,10531,0,10278,2440,1068,0,3140,3967,2492,1213,5424,5638,1219,5771,5439,3893,1814,0,1571,,,,,,,,,170897,,,175931,,,,,,161340,169963,,,,,,,,,,,,,203185,,,,,,,,,,,,,754220,575704,,,,,,,,,297539,,,292337,,,,,,264122,268347,,,,,,553919,,,,762137,761287,,,553979,,,592603,348713,,,,,764578,760066,,592603,,,,,,,,0,31500,31298,528091,427457,412198,508612,501314,408267,387123,470282,470764,387123
Representative,2,CA,37200,26255,24146,44174,45373,25024,49834,49662,36448,19318,28756,0,27207,16606,11324,12064,20492,20718,12088,21430,19225,15735,0,0,9129,0,10907,0,10483,,,,,,,,,251091,,,261331,,,,,,242578,242572,,,,,,,,,,,,,310452,,,,,,,,,,,,,,,130088,86227,63347,144279,144650,65378,110048,157641,155391,110048,2,32463,21848,17618,32573,32831,17319,46946,44891,33169,0,0,10190,0,12384,0,11148,2497,4532,0,4154,3745,2543,1107,4902,5157,1135,5168,5023,3672,1558,0,1357,,,,,,,,,85392,,,92202,,,,,,89097,94551,,,,,,,,,,,,,101528,,,,,,,,,,,,,745023,586361,,,,,,,,,364279,,,361958,,,,,,331675,337123,,,,,,561613,,,,766255,763385,,,561585,,,614494,422260,,,,,765738,760067,,614494,,,,,,,,0,34528,29807,537182,444593,441336,533018,526055,438354,420290,495818,494857,420290
Representative,3,CA,45499,30915,32496,64065,67424,33789,77027,76333,53685,27591,50298,0,42953,14912,10403,10873,18247,20098,11629,20728,18422,14325,0,0,8941,0,11449,0,9662,,,,,,,,,148225,,,164763,,,,,,151669,148272,,,,,,,,,,,,,211804,,,,,,,,,,,,,,,85883,55725,56801,99903,105171,61545,74828,109578,107658,74828,3,18788,12929,10735,19450,20749,10621,30440,30117,21894,0,0,4124,0,4763,0,5276,2135,1448,0,3269,3452,2231,1082,4780,5006,1164,5923,5695,3899,1119,0,1253,,,,,,,,,175609,,,191190,,,,,,181466,188876,,,,,,,,,,,,,219696,,,,,,,,,,,,,695399,537619,,,,,,,,,349009,,,363942,,,,,,333135,337148,,,,,,552951,,,,738323,746520,,,560627,,,603885,442392,,,,,764630,760065,,603885,,,,,,,,0,30515,29943,535958,429644,438958,544179,541757,439893,436701,527995,527693,436701
Representative,4,CA,61547,47183,41813,75139,79227,43928,78666,78334,61291,36516,60053,0,49159,28867,20466,20601,33024,34199,21150,33730,31307,24962,0,0,17923,0,22673,0,18287,,,,,,,,,199588,,,205334,,,,,,187105,184713,,,,,,,,,,,,,250454,,,,,,,,,,,,,,,199974,130255,106595,225536,225768,111100,168374,240215,238697,168374,4,19248,13231,8305,19621,19140,8065,33186,32399,24417,0,0,3783,0,4628,0,4043,2896,2992,0,3493,5504,3678,1664,6707,6542,1511,7359,7134,5141,2615,0,2293,,,,,,,,,91994,,,100249,,,,,,94880,101031,,,,,,,,,,,,,113896,,,,,,,,,,,,,731247,568555,,,,,,,,,313567,,,312536,,,,,,281985,285744,,,,,,535025,,,,762097,762513,,,540803,,,611312,373476,,,,,765137,760065,,611312,,,,,,,,0,29265,27484,432481,361979,353597,419752,414536,352290,338179,392538,391914,338179
Representative,5,CA,45634,31724,31165,57596,61708,33284,63821,63007,45747,27591,46816,0,36049,21643,14001,14161,22702,22869,14295,26716,24900,18592,0,0,12708,0,15821,0,13438,,,,,,,,,126636,,,137196,,,,,,126839,124748,,,,,,,,,,,,,171264,,,,,,,,,,,,,,,150208,96865,100742,179170,184256,105108,133798,195583,193669,133798,5,21043,14762,10033,19544,20919,10284,35897,35287,26338,0,0,4056,0,5312,0,5094,1945,1733,0,3189,5484,3753,2028,5800,6458,2003,7638,7228,5449,2227,0,2464,,,,,,,,,175706,,,188194,,,,,,174600,182297,,,,,,,,,,,,,220708,,,,,,,,,,,,,723043,554008,,,,,,,,,321883,,,331386,,,,,,301439,307045,,,,,,550950,,,,750364,752345,,,554119,,,599484,400862,,,,,765010,760065,,599484,,,,,,,,0,25107,27589,493211,399733,390955,478575,471077,387382,377863,452940,451671,377863
Representative,6,CA,79040,56074,52263,97141,108359,57525,118617,117030,84712,46951,85507,0,69237,78570,50243,55201,89768,91380,56322,93944,92636,64045,0,0,49295,0,66994,0,50678,,,,,,,,,139951,,,149024,,,,,,133152,130128,,,,,,,,,,,,,192843,,,,,,,,,,,,,,,137454,86521,82911,165228,165324,85058,117424,173686,174324,117424,6,18582,12495,7386,17557,18270,7353,30593,29297,22178,0,0,2451,0,2365,0,3166,3754,1931,0,3557,9772,6326,3228,9961,9390,3077,12670,12161,8749,4645,0,4996,,,,,,,,,97012,,,108031,,,,,,98880,104787,,,,,,,,,,,,,131441,,,,,,,,,,,,,675609,505132,,,,,,,,,255192,,,263300,,,,,,232032,234915,,,,,,491603,,,,728224,735478,,,500559,,,577524,333278,,,,,756730,760066,,577524,,,,,,,,0,39301,33135,376841,305071,287680,372657,369414,288002,295331,357148,358160,295331
Representative,7,CA,155905,110456,105625,183097,186867,105497,205743,203594,151752,99169,158321,0,134830,97527,63929,64169,100724,102564,64966,101753,100217,72402,0,0,58301,0,74145,0,58896,,,,,,,,,173116,,,181201,,,,,,163124,159933,,,,,,,,,,,,,228896,,,,,,,,,,,,,,,171910,109930,101330,189377,194224,106178,140253,202116,202409,140253,7,17907,11963,5851,15680,15923,6098,27880,26863,20345,0,0,2048,0,2298,0,2666,5091,3404,0,3387,14719,10109,7384,19114,19735,7596,19264,18701,13839,11999,0,8969,,,,,,,,,72303,,,84599,,,,,,78717,84727,,,,,,,,,,,,,102731,,,,,,,,,,,,,678439,499662,,,,,,,,,261124,,,270918,,,,,,241841,244660,,,,,,497739,,,,729030,734195,,,501894,,,582846,339414,,,,,758120,760066,,582846,,,,,,,,0,40781,29827,251787,208889,209479,253100,249018,207603,204018,238053,238259,204018
Representative,8,CA,136374,103232,93551,156402,159558,95639,167093,165909,131671,87308,129185,0,115699,136194,95568,93603,137188,135075,92220,140496,140076,104392,0,0,87587,0,107029,0,90071,,,,,,,,,192312,,,191948,,,,,,165187,166420,,,,,,,,,,,,,244078,,,,,,,,,,,,,,,209664,136198,108650,246711,254555,117100,185553,266560,267016,185553,8,14441,9915,6230,15870,16118,6009,28539,27868,21090,0,0,1628,0,1971,0,1773,5866,4245,0,4292,10898,7010,3414,9890,11129,3639,13281,12890,9185,5083,0,4813,,,,,,,,,49541,,,56991,,,,,,52356,55826,,,,,,,,,,,,,70549,,,,,,,,,,,,,682720,512237,,,,,,,,,255375,,,253405,,,,,,217543,222246,,,,,,478071,,,,734060,738244,,,485448,,,588571,321349,,,,,758049,760065,,588571,,,,,,,,0,39351,27838,204093,174402,168343,200205,196828,166052,158532,181625,181978,158532
