DRA Office,ID,State,Asian 2010 Total,Asian 2010 VAP,Asian 2019 CVAP,Asian 2019 Total,Asian 2020 ACSTot,Asian 2020 CVAP,Asian 2020 Total,Asian 2020 TotalAdj,Asian 2020 VAP,AsianAlone 2019 CVAP,AsianAlone 2020 ACSTot,AsianAlone 2020 CVAP,AsianAlone 2020 NHVAP,Black 2010 Total,Black 2010 VAP,Black 2019 CVAP,Black 2019 Total,Black 2020 ACSTot,Black 2020 CVAP,Black 2020 Total,Black 2020 TotalAdj,Black 2020 VAP,BlackAlone 2010 Total,BlackAlone 2010 VAP,BlackAlone 2019 CVAP,BlackAlone 2019 Total,BlackAlone 2020 ACSTot,BlackAlone 2020 CVAP,BlackAlone 2020 NHVAP,Dem 2012 Pres,Dem 2012-2020 Comp,Dem 2014 AG,Dem 2014 Gov,Dem 2014 Sen,Dem 2016 AG,Dem 2016 Gov,Dem 2016 LtG,Dem 2016 Pres,Dem 2016 Sen,Dem 2016 SenRoff,Dem 2016-2020 Comp,Dem 2016-2021 Comp,Dem 2017 AG,Dem 2017 Gov,Dem 2017 LtG,Dem 2017 SenSp,Dem 2018 AG,Dem 2018 Gov,Dem 2018 LtG,Dem 2018 Sen,Dem 2018 SenRoff,Dem 2018 SenSp,Dem 2019 AG,Dem 2019 Gov,Dem 2019 GovRoff,Dem 2019 LtG,Dem 2020 AG,Dem 2020 Aud,Dem 2020 Gov,Dem 2020 LtG,Dem 2020 Pres,Dem 2020 Sen,Dem 2020 Sen,Dem 2020 SenSp,Dem 2020 SoS,Dem 2020 Tres,Dem 2021 AG,Dem 2021 Gov,Dem 2021 LtG,Dem 2021 SenRoff,Dem 2021 SenSpRoff,Dem_2018_AG,Dem_2018_Sen,F109,F110,Hispanic 2010 Total,Hispanic 2010 VAP,Hispanic 2019 CVAP,Hispanic 2019 Total,Hispanic 2020 ACSTot,Hispanic 2020 CVAP,Hispanic 2020 NHVAP,Hispanic 2020 Total,Hispanic 2020 TotalAdj,Hispanic 2020 VAP,Label,Native 2010 Total,Native 2010 VAP,Native 2019 CVAP,Native 2019 Total,Native 2020 ACSTot,Native 2020 CVAP,Native 2020 Total,Native 2020 TotalAdj,Native 2020 VAP,NativeAlone 2010 Total,NativeAlone 2010 VAP,NativeAlone 2019 CVAP,NativeAlone 2019 Total,NativeAlone 2020 ACSTot,NativeAlone 2020 CVAP,NativeAlone 2020 NHVAP,OtherAlone 2019 CVAP,OtherAlone 2020 ACSTot,OtherAlone 2020 CVAP,OtherAlone 2020 NHVAP,Pacific 2010 Total,Pacific 2010 VAP,Pacific 2019 CVAP,Pacific 2019 Total,Pacific 2020 ACSTot,Pacific 2020 CVAP,Pacific 2020 Total,Pacific 2020 TotalAdj,Pacific 2020 VAP,PacificAlone 2020 ACSTot,PacificAlone 2020 CVAP,PacificAlone 2020 NHVAP,Rep 2012 Pres,Rep 2012-2020 Comp,Rep 2014 AG,Rep 2014 Gov,Rep 2014 Sen,Rep 2016 AG,Rep 2016 Gov,Rep 2016 LtG,Rep 2016 Pres,Rep 2016 Sen,Rep 2016 SenRoff,Rep 2016-2020 Comp,Rep 2016-2021 Comp,Rep 2017 AG,Rep 2017 Gov,Rep 2017 LtG,Rep 2017 SenSp,Rep 2018 AG,Rep 2018 Gov,Rep 2018 LtG,Rep 2018 Sen,Rep 2018 SenRoff,Rep 2018 SenSp,Rep 2019 AG,Rep 2019 Gov,Rep 2019 GovRoff,Rep 2019 LtG,Rep 2020 AG,Rep 2020 Aud,Rep 2020 Gov,Rep 2020 LtG,Rep 2020 Pres,Rep 2020 Sen,Rep 2020 Sen,Rep 2020 SenSp,Rep 2020 SoS,Rep 2020 Tres,Rep 2021 AG,Rep 2021 Gov,Rep 2021 LtG,Rep 2021 SenRoff,Rep 2021 SenSpRoff,Rep_2018_AG,Rep_2018_Sen,Total 2010 Total,Total 2010 VAP,Total 2012 Pres,Total 2012-2020 Comp,Total 2014 AG,Total 2014 Gov,Total 2014 Sen,Total 2016 AG,Total 2016 Gov,Total 2016 LtG,Total 2016 Pres,Total 2016 Sen,Total 2016 SenRoff,Total 2016-2020 Comp,Total 2016-2021 Comp,Total 2017 AG,Total 2017 Gov,Total 2017 LtG,Total 2017 SenSp,Total 2018 AG,Total 2018 Gov,Total 2018 LtG,Total 2018 Sen,Total 2018 SenRoff,Total 2018 SenSp,Total 2019 AG,Total 2019 CVAP,Total 2019 Gov,Total 2019 GovRoff,Total 2019 LtG,Total 2019 Total,Total 2020 ACSTot,Total 2020 AG,Total 2020 Aud,Total 2020 CVAP,Total 2020 Gov,Total 2020 LtG,Total 2020 NHVAP,Total 2020 Pres,Total 2020 Sen,Total 2020 Sen,Total 2020 SenSp,Total 2020 SoS,Total 2020 Total,Total 2020 TotalAdj,Total 2020 Tres,Total 2020 VAP,Total 2021 AG,Total 2021 Gov,Total 2021 LtG,Total 2021 SenRoff,Total 2021 SenSpRoff,Total_2018_AG,Total_2018_Sen,TwoOrMore 2019 CVAP,TwoOrMore 2020 ACSTot,TwoOrMore 2020 NHVAP,White 2010 Total,White 2010 VAP,White 2019 CVAP,White 2019 Total,White 2020 ACSTot,White 2020 CVAP,White 2020 NHVAP,White 2020 Total,White 2020 TotalAdj,White 2020 VAP
Representative,2,MN,33029,21242,20907,41215,42139,21896,48872,,33070,19047,33561,0,29504,30852,16674,21325,45619,50475,23720,56813,,32860,0,0,18674,0,36299,0,27727,,,116475,108623,115418,,,,165132,,,182550,,,,,,148213,168427,,193212,,164978,,,,,,,,,221065,,199251,,,,,,,,,,,,,35435,20582,17554,43758,45034,18745,34031,54131,,34031,2,7023,4273,4006,7877,8401,4157,14352,,9432,0,0,1540,0,1710,0,2378,1153,1736,0,2351,954,573,241,1091,1320,217,1182,,765,210,0,236,,,97299,115762,113177,,,,169030,,,161072,,,,,,153596,145261,,123109,,146421,,,,,,,,,190867,,184443,,,,,,,,,,,637219,465115,,,220161,230788,232019,,,,367366,,,363088,,,,,,322261,326533,,327513,,326448,,485915,,,,681315,689188,,,494461,,,535271,422175,,415417,,,713312,,,535271,,,,,,,,0,24137,16071,533530,403210,420985,546342,546500,424534,422973,536985,,422973
Representative,3,MN,46648,30952,27657,61484,65793,31154,72348,,48773,25877,55556,0,44678,53786,31356,34008,72949,74431,34533,80728,,49858,0,0,30940,0,61348,0,43858,,,131276,124324,130478,,,,197909,,,213174,,,,,,175223,194151,,222648,,193017,,,,,,,,,258519,,230549,,,,,,,,,,,,,24768,14713,10722,30699,31391,11604,23791,37414,,23791,3,6259,3882,3499,6868,6483,3420,12278,,8405,0,0,1319,0,1543,0,1698,1203,4132,0,2082,778,466,159,1299,1030,126,968,,638,146,0,128,,,108682,127174,124604,,,,155324,,,151258,,,,,,152632,144903,,119561,,144465,,,,,,,,,167389,,167640,,,,,,,,,,,646011,487705,,,245423,257209,258333,,,,387524,,,383258,,,,,,346756,350715,,352067,,351204,,496440,,,,694311,698976,,,501077,,,549165,435974,,428411,,,713311,,,549165,,,,,,,,0,24708,16917,517304,407821,419378,525828,520155,419216,416013,509159,,416013
Representative,4,MN,73794,45231,45898,97188,101799,50315,108161,,70316,43302,91575,0,65865,72884,44241,45592,88072,89370,46019,95983,,60639,0,0,40979,0,70962,0,52737,,,140865,142018,149286,,,,221916,,,228946,,,,,,194539,214591,,233234,,210646,,,,,,,,,268899,,240452,,,,,,,,,,,,,41391,25286,20465,47610,48747,21890,34272,52740,,34272,4,10719,6832,5504,11682,12508,5262,16493,,11373,0,0,2366,0,2986,0,2784,1156,2484,0,2076,1057,647,126,1304,863,159,1326,,893,189,0,187,,,72587,87147,85049,,,,109167,,,105006,,,,,,104739,98858,,82113,,99582,,,,,,,,,119665,,115657,,,,,,,,,,,656235,498104,,,219677,235564,237766,,,,363376,,,353398,,,,,,319339,325752,,327472,,326390,,499240,,,,701847,705035,,,504211,,,549351,397840,,387971,,,713312,,,549351,,,,,,,,0,28372,18477,464523,379434,381072,465004,459721,379533,372953,443863,,372953
Representative,5,MN,41911,29681,25355,50110,50214,26040,54149,,40674,22072,40717,0,34850,114650,72961,72762,133993,137877,76668,142909,,94621,0,0,66920,0,118424,0,83232,,,155703,165050,172673,,,,266219,,,276489,,,,,,248210,262741,,274964,,260056,,,,,,,,,319421,,287076,,,,,,,,,,,,,60513,38194,20833,64674,65462,24625,48922,72377,,48922,5,17681,11365,8297,15968,16774,8822,22548,,16034,0,0,4811,0,6060,0,5143,1704,3593,0,2740,1118,785,259,1289,1086,180,1249,,906,295,0,225,,,43964,52837,52231,,,,65588,,,63348,,,,,,65501,60122,,49447,,60787,,,,,,,,,69139,,70396,,,,,,,,,,,642226,507625,,,207958,224122,228522,,,,363328,,,359447,,,,,,333280,336174,,337828,,336709,,500736,,,,690993,695732,,,510296,,,571885,398002,,389587,,,713312,,,571885,,,,,,,,0,29388,22847,416431,359619,372090,434327,431791,372906,373926,427555,,373926
Representative,6,MN,19801,12429,13067,24900,25712,12849,28577,,18453,11353,19451,0,15534,17755,9634,13035,31032,35269,15420,41293,,22856,0,0,11145,0,27284,0,19476,,,97851,89109,96607,,,,122185,,,137749,,,,,,110313,126807,,151263,,124779,,,,,,,,,165870,,150354,,,,,,,,,,,,,15960,8994,9353,21831,22841,10223,16060,26489,,16060,6,5717,3643,4130,7132,7442,4154,12815,,8485,0,0,1919,0,2166,0,1842,557,1615,0,1559,510,294,54,569,547,69,917,,596,19,0,140,,,109626,129008,125569,,,,207737,,,193676,,,,,,175099,169364,,147308,,168338,,,,,,,,,238883,,223466,,,,,,,,,,,637723,462058,,,214389,224973,225687,,,,361482,,,350252,,,,,,304574,308397,,309264,,308011,,496176,,,,687167,697546,,,505274,,,528178,414967,,407092,,,713312,,,528178,,,,,,,,0,17483,15063,579793,427747,456153,604281,606696,462291,458504,599561,,458504
Representative,7,MN,7117,4419,3817,9051,9832,4331,9584,,5994,3072,6703,0,4459,7694,3788,5750,14339,14883,5986,16383,,8837,0,0,4728,0,9465,0,6715,,,115113,109918,121069,,,,106539,,,119525,,,,,,102588,114774,,142669,,116591,,,,,,,,,128550,,126758,,,,,,,,,,,,,26172,14431,12807,32952,34323,14117,22080,37738,,22080,7,10313,6218,7267,11763,12179,7390,18421,,11372,0,0,4693,0,5735,0,4026,398,928,0,1045,673,378,143,887,1207,274,1514,,890,572,0,500,,,118097,134015,126030,,,,230294,,,206528,,,,,,180755,177474,,151884,,172578,,,,,,,,,260006,,236691,,,,,,,,,,,701597,534809,,,240391,252947,251264,,,,364235,,,340186,,,,,,298680,302744,,304001,,302518,,526707,,,,704083,704616,,,527622,,,544716,396627,,390183,,,713312,,,544716,,,,,,,,0,12980,12159,651660,506353,497217,637549,633902,495896,493732,628503,,493732
Representative,8,MN,6993,4447,4783,9283,10153,5244,10168,,6585,3737,6516,0,4642,9980,5567,6757,13545,14378,7295,14736,,9010,0,0,5295,0,7807,0,6405,,,146532,142052,149900,,,,150302,,,164514,,,,,,143768,159601,,182000,,158157,,,,,,,,,182463,,170534,,,,,,,,,,,,,9449,5418,7658,13985,14393,7793,8326,13630,,8326,8,39256,24569,24746,41347,41030,24802,49238,,31414,0,0,18165,0,26167,0,19940,596,2119,0,1566,542,309,183,682,702,201,953,,581,248,0,115,,,102596,118831,116208,,,,198828,,,183077,,,,,,163362,158150,,138379,,156311,,,,,,,,,230050,,210944,,,,,,,,,,,696833,539876,,,258743,268913,270367,,,,380381,,,365875,,,,,,327097,331078,,332361,,331078,,550507,,,,706209,708881,,,553728,,,561116,421853,,414063,,,713312,,,561116,,,,,,,,0,22522,19246,633546,500638,506191,631596,629106,508324,500876,620371,,500876
Representative,1,MO,26337,20474,13471,32847,32930,13815,36230,,28909,11974,27173,0,24661,385610,270620,269107,380467,380344,270239,376003,,276602,0,0,264068,0,362910,0,264574,,,,,,258568,267185,259439,262735,271898,,264910,,,,,,,,,245055,,,,,,,260859,,270896,263886,278286,,,,257886,258792,,,,,,,,,,24113,16322,12319,27950,28272,13491,24298,34901,,24298,1,6946,5091,3762,7488,7365,3729,13971,,10854,0,0,1199,0,1427,0,1172,2324,2897,0,3254,844,591,117,888,724,142,904,,674,252,0,178,,,,,,86291,72870,71659,73222,67624,,70230,,,,,,,,,55455,,,,,,,79769,,75299,76350,71041,,,,83084,79203,,,,,,,,799360,615356,,,,,,344859,351082,347922,350919,351403,,343729,,,,,,,,,307148,,,,582552,,,,778535,776140,348830,,585486,354044,349796,609403,355022,,,,350839,769364,,348509,609403,,,,,,,,0,22802,21554,362212,306368,282602,334246,330411,282851,269712,311031,,269712
Representative,2,MO,28988,19589,16052,34240,36796,17329,43626,,30458,14359,30715,0,26854,24182,15902,19495,28889,28741,18714,32977,,21993,0,0,17797,0,21505,0,18376,,,,,,154180,181615,167702,158720,187411,,180003,,,,,,,,,172422,,,,,,,170953,,192534,174794,198772,,,,165640,170500,,,,,,,,,,16130,10303,9121,18546,19354,10006,15934,24634,,15934,2,4303,2879,2836,4463,4457,2954,15209,,10994,0,0,636,0,893,0,906,522,1803,0,1637,614,361,170,745,568,111,819,,542,134,0,146,,,,,,243830,211917,217586,225231,204019,,221661,,,,,,,,,180928,,,,,,,250115,,237397,245231,232826,,,,255953,247909,,,,,,,,728386,554338,,,,,,398010,405955,400710,403950,405976,,412311,,,,,,,,,361745,,,,569578,,,,752421,753155,429630,,567814,437838,430515,598975,438874,,,,432515,769364,,428946,598975,,,,,,,,0,21892,19899,655613,505926,521564,666436,656853,518245,515223,647653,,515223
Representative,3,MO,14585,10340,8588,20855,22168,9769,20924,,14850,6927,16515,0,11878,36261,24353,28781,43644,43522,29461,47096,,31568,0,0,25452,0,33753,0,27184,,,,,,130096,155392,140590,117882,155013,,134931,,,,,,,,,132642,,,,,,,125059,,140098,125190,143368,,,,120210,124216,,,,,,,,,,16352,10285,11019,21772,22405,11083,16694,25268,,16694,3,6483,4685,5060,8030,7483,4900,20139,,14859,0,0,1868,0,1949,0,1423,890,1261,0,1718,754,494,264,986,932,285,1269,,823,630,0,301,,,,,,229504,200484,204299,231516,196302,,225831,,,,,,,,,181146,,,,,,,251753,,247717,253695,247447,,,,257384,251366,,,,,,,,728392,558731,,,,,,359600,368454,362056,368332,367890,,372177,,,,,,,,,323741,,,,581068,,,,762251,765553,387095,,586107,396464,389576,601259,398364,,,,389751,769364,,386177,601259,,,,,,,,0,19807,23479,655776,509543,526731,669982,669236,530195,518582,650510,,518582
Representative,4,MO,10013,6919,5845,12359,12331,5765,13948,,9692,4328,7696,0,6780,36224,22944,24244,40795,42348,24979,45589,,29530,0,0,22131,0,31849,0,24691,,,,,,109971,124677,104365,89546,124845,,102512,,,,,,,,,98452,,,,,,,95551,,106992,98811,109083,,,,91565,98656,,,,,,,,,,26796,16241,16537,32097,34099,18279,23774,37040,,23774,4,11249,8072,8248,12982,14321,8543,26597,,19517,0,0,3484,0,3763,0,2985,1087,772,0,1744,1800,1106,264,2441,2228,404,2962,,1844,946,0,1036,,,,,,220990,200211,210429,229813,194112,,228736,,,,,,,,,180704,,,,,,,256958,,256285,256876,257010,,,,262792,254764,,,,,,,,747245,565727,,,,,,330961,336406,332208,336769,336495,,342480,,,,,,,,,289982,,,,573223,,,,759423,764781,364114,,578004,372069,366100,589494,373429,,,,366926,769364,,364179,589494,,,,,,,,0,22254,26421,664736,512273,517250,663347,663412,519186,502063,641000,,502063
Representative,5,MO,17464,12356,9131,20594,21120,9970,25865,,18878,7727,15066,0,14670,179380,122227,125560,185617,188005,126645,190606,,134105,0,0,120687,0,168549,0,122475,,,,,,183288,195352,183527,183997,201334,,198611,,,,,,,,,178848,,,,,,,198404,,211342,206342,217868,,,,194838,199450,,,,,,,,,,62584,38981,30909,70554,70882,31721,56750,86205,,56750,5,10622,7532,6645,11888,11897,6908,25187,,18759,0,0,2163,0,2035,0,2447,1390,3407,0,2288,3063,1800,1294,3358,3888,1343,4174,,2607,2878,0,1634,,,,,,131087,112764,113475,118741,104616,,117202,,,,,,,,,95158,,,,,,,131186,,128370,125975,125645,,,,135637,129879,,,,,,,,718292,545167,,,,,,314375,319995,314929,320101,320753,,326442,,,,,,,,,282130,,,,549390,,,,744807,750179,341703,,555521,348441,343415,597387,350530,,,,343463,769364,,341713,597387,,,,,,,,0,26330,27485,453809,366644,375390,460372,461029,378428,369638,445232,,369638
Representative,6,MO,8443,5589,5300,12381,13172,6199,12632,,8558,4049,8820,0,6168,30445,20312,23434,36813,37376,23864,37873,,24667,0,0,20749,0,26871,0,20441,,,,,,115370,134585,121773,98150,136969,,109683,,,,,,,,,108021,,,,,,,101352,,114366,106385,115550,,,,93412,103254,,,,,,,,,,21303,12855,14584,27212,29221,16327,18642,29400,,18642,6,7399,5190,5403,8500,8388,5352,20970,,15441,0,0,2119,0,2033,0,2009,736,847,0,1397,1366,852,517,2538,2225,531,2658,,1582,1048,0,984,,,,,,223736,202199,201516,231163,192556,,226733,,,,,,,,,178853,,,,,,,254366,,253801,251984,255750,,,,265387,253742,,,,,,,,751254,567769,,,,,,339106,347255,341318,347070,346605,,347236,,,,,,,,,298094,,,,579531,,,,767894,769471,367184,,582444,376322,369038,588295,377876,,,,370957,769364,,367385,588295,,,,,,,,0,18906,22077,684537,524028,529978,683747,681725,530195,516577,663432,,516577
Representative,7,MO,10707,7370,6722,13702,14418,7082,16582,,11381,5311,9891,0,8583,17457,10242,11919,22604,23151,12599,25660,,15694,0,0,10120,0,14192,0,11308,,,,,,90699,105152,86514,82189,105419,,94228,,,,,,,,,90425,,,,,,,88500,,100899,93333,103422,,,,86565,89035,,,,,,,,,,31803,18727,15640,39255,40571,17447,29527,47001,,29527,7,16373,11499,11499,17784,18286,11713,37210,,27157,0,0,5001,0,5631,0,5545,1183,1028,0,1671,2234,1323,484,2535,2418,415,4168,,2661,1740,0,1898,,,,,,236023,215225,223798,232326,211189,,232969,,,,,,,,,188465,,,,,,,258928,,254072,255173,254241,,,,261823,258464,,,,,,,,725263,553070,,,,,,326722,332016,327870,330930,332464,,337712,,,,,,,,,289524,,,,568107,,,,753959,759393,357518,,573608,363337,358486,594947,364372,,,,359736,769365,,357287,594947,,,,,,,,0,26051,30581,649764,505351,520815,661773,660287,523485,505834,636951,,505834
Representative,8,MO,6962,4944,3103,8213,8560,3580,9529,,6779,2603,6630,0,4964,37898,24581,26412,41042,40844,26536,42819,,28048,0,0,24966,0,32881,0,25120,,,,,,98080,113402,105037,77849,117311,,87594,,,,,,,,,87070,,,,,,,77035,,88644,81490,86665,,,,70997,78644,,,,,,,,,,13381,8090,8478,17405,17873,9239,11554,18619,,11554,8,9001,6823,7483,9985,10070,7451,24152,,18170,0,0,2686,0,2915,0,2155,547,825,0,1187,621,389,114,670,718,177,916,,593,248,0,163,,,,,,236089,217727,216630,252499,208040,,244127,,,,,,,,,194218,,,,,,,269717,,267261,265979,274776,,,,276445,267616,,,,,,,,790179,602863,,,,,,334169,341855,337069,343378,340960,,340782,,,,,,,,,289918,,,,600301,,,,785620,785488,355531,,601130,363759,356540,595852,366690,,,,358296,769364,,355016,595852,,,,,,,,0,20120,24696,723841,558770,554404,709998,703990,553857,526013,668098,,526013
Representative,1,MS,6129,4295,3615,8376,8687,3452,9993,,7178,3064,6586,0,5575,190335,130999,151116,210304,213981,153435,211581,,154218,0,0,149480,0,205248,0,149519,,,,,,,,,96616,,,80876,,,,,,,,,72001,82665,78963,71432,84335,,70471,,,,,111535,,124005,,,,,,,,,,,,,22467,13986,9900,25288,25994,10031,17747,28356,,17747,1,4009,2970,2280,3805,3927,2546,11778,,8903,0,0,878,0,1141,0,917,660,1522,0,1019,534,352,98,812,924,276,711,,476,292,0,186,,,,,,,,,198299,,,147524,,,,,,,,,151311,132526,148773,140853,127570,,141413,,,,,217292,,202064,,,,,,,,,,,722587,539110,,,,,,,,,301502,,,230992,,,,,,,,,228032,215191,227736,212285,556924,214386,,211884,744067,747433,,,559319,,,570086,333730,,332882,,,740319,,,570086,,,,,,,,0,11555,13527,501353,387907,389399,497656,495092,389299,381596,478666,,381596
Representative,2,MS,4929,3692,2195,5042,4762,2061,5786,,4341,1946,3469,0,3381,519600,362125,365712,504960,498630,361586,477741,,355293,0,0,364423,0,491528,0,347486,,,,,,,,,201803,,,155585,,,,,,,,,148520,172245,161651,150377,159618,,138938,,,,,208181,,216559,,,,,,,,,,,,,16234,12159,6696,17094,18099,8084,11932,16923,,11932,2,5033,3554,2742,4102,3883,2732,8335,,6097,0,0,1694,0,2291,0,1573,289,924,0,883,550,374,103,258,498,237,546,,352,261,0,87,,,,,,,,,117922,,,86487,,,,,,,,,96005,83997,93666,89739,80794,,99316,,,,,121247,,113784,,,,,,,,,,,813295,599243,,,,,,,,,324055,,,243901,,,,,,,,,249329,256242,255317,240116,574256,243214,,238254,772260,762045,,,569326,,,571715,333313,,333456,,,740319,,,571715,,,,,,,,0,6092,10015,271552,220421,196951,243437,239389,194685,196358,235188,,196358
Representative,3,MS,8013,5676,4109,9241,9598,4036,11518,,8337,3580,8139,0,6920,244729,170517,185859,255674,257583,188141,253094,,184901,0,0,184587,0,253280,0,179931,,,,,,,,,111864,,,94604,,,,,,,,,86718,99206,92913,90147,105010,,84707,,,,,128372,,135834,,,,,,,,,,,,,15719,10473,5856,16533,17085,7051,13512,20969,,13512,3,10216,6514,6086,9850,9330,6140,16845,,11501,0,0,4973,0,7278,0,5177,401,1239,0,1188,633,407,185,449,320,160,619,,432,214,0,123,,,,,,,,,199550,,,149752,,,,,,,,,159003,146759,160657,151122,134104,,155960,,,,,212292,,203133,,,,,,,,,,,729950,546467,,,,,,,,,317517,,,246767,,,,,,,,,250461,245965,253570,241269,553766,242178,,240667,736701,736804,,,556045,,,568068,344969,,344572,,,740320,,,568068,,,,,,,,0,6009,11146,453452,354504,351505,446656,443549,350603,350071,438840,,350071
Representative,4,MS,13489,9593,7831,15662,16190,8468,17634,,12861,6440,11367,0,9842,161137,110094,123685,177396,178904,125595,181197,,128668,0,0,121471,0,168633,0,122452,,,,,,,,,74848,,,64870,,,,,,,,,62328,66703,67067,58112,65405,,55511,,,,,91310,,102293,,,,,,,,,,,,,27061,18359,15243,32287,33164,16519,25446,38972,,25446,4,6652,4840,4724,7496,7090,4850,16771,,12580,0,0,1924,0,2187,0,2034,1083,1454,0,1548,1059,723,124,1223,1368,233,1359,,954,323,0,371,,,,,,,,,184943,,,137104,,,,,,,,,141300,123487,141777,125754,116928,,128068,,,,,205933,,190530,,,,,,,,,,,701465,526922,,,,,,,,,266283,,,204682,,,,,,,,,208393,190190,208844,183866,547444,185133,,183579,731390,735553,,,553412,,,567730,301747,,300444,,,740321,,,567730,,,,,,,,0,15523,18611,495930,385414,395234,502178,502908,396997,387426,486383,,387426
Representative,1,MT,5739,3953,4286,8505,9193,4424,9018,8792,6308,3086,5355,0,3681,3004,1597,2146,4665,4882,2247,5120,4910,3109,0,0,1369,0,2091,0,1442,,,,,,93781,137327,,101340,,,138382,,,,,,,,,140691,,,,,,,142789,136464,145358,,143417,,156934,,139672,,,,,,,,,,,12846,8118,10904,18039,18839,11930,15436,22181,22165,15436,1,31025,20500,21653,34298,34820,22123,40729,39373,27900,0,0,16020,0,23289,0,16332,574,883,0,1883,828,529,210,1081,1324,248,1406,1330,952,301,0,317,,,,,,155975,112912,,131085,,,149565,,,,,,,,,113375,,,,,,,168846,156221,158767,,165186,,160750,,170867,,,,,,,,,480252,376503,,,,,,249756,259525,,252194,,,294604,,,,,,,,,260905,,,,409181,,,,520884,530269,311635,309596,418340,316582,,432021,316599,,317684,,310539,542112,541000,,432021,,,,,,,,0,16094,18216,429475,343053,369445,458234,463417,376728,374714,459816,458963,374714
Representative,2,MT,4743,3103,2749,6185,6429,2967,7871,7634,5247,1910,3172,0,2985,4913,2495,3000,6613,7149,3175,7617,7228,4333,0,0,1949,0,2840,0,2339,,,,,,65189,118606,,76369,,,102429,,,,,,,,,113185,,,,,,,104236,96170,105502,,101369,,115529,,99945,,,,,,,,,,,15719,9302,12734,22275,22662,13381,14472,23018,23001,14472,2,47576,29426,31215,52520,52743,31686,59849,58230,38234,0,0,25357,0,39431,0,26385,569,780,0,1443,904,530,320,1697,1435,211,1695,1584,1016,251,0,325,,,,,,176791,123203,,148155,,,161491,,,,,,,,,122588,,,,,,,179476,170521,169781,,178416,,172424,,182072,,,,,,,,,509163,389349,,,,,,241980,249835,,242332,,,269979,,,,,,,,,243479,,,,403388,,,,529765,531436,283712,281047,405425,287005,,418102,287041,,287953,,282017,542113,541717,,418102,,,,,,,,0,16935,17314,439153,346135,353019,446316,445365,353572,352839,441502,441282,352839
Representative,1,NC,8070,5726,4654,10043,11109,4473,10252,,7455,3734,7024,0,5419,335993,247206,251931,335131,334716,252670,317611,,242428,0,0,247871,0,319839,0,232885,,,,,129114,200416,197276,190707,194354,190450,,205135,,,,,,,,,,,,,,,,214563,223832,218593,206366,208361,,204258,,219907,202126,,,,,,,,,,41898,25437,15546,48432,49283,16167,34475,53419,,34475,1,10093,7308,7067,12228,12515,7262,17101,,12759,0,0,4269,0,5120,0,4102,1153,1041,0,1856,730,490,285,1196,1306,238,1126,,775,252,0,190,,,,,101341,151660,158550,157330,158663,159877,,168308,,,,,,,,,,,,,,,,171195,160656,168949,180648,179763,,171216,,165463,180551,,,,,,,,779302,598863,,,,,237422,352076,360221,354491,362401,358670,,379246,,,,,,,,,,,,,588762,,,,772719,774481,385758,384488,590680,391513,387014,587954,392304,,388981,,385370,745670,,382677,587954,,,,,,,,0,17587,14620,388517,316244,309629,374594,374333,310089,294407,353478,,294407
Representative,2,NC,45741,31728,29058,69028,75685,32262,90548,,63761,26674,67548,0,58471,114125,79251,92375,136691,141589,94001,142141,,104319,0,0,89482,0,125805,0,94701,,,,,120535,208293,213054,189721,204617,195346,,241407,,,,,,,,,,,,,,,,262614,264036,275139,255077,264141,,246610,,265166,241830,,,,,,,,,,56125,36163,22999,68374,71157,26572,53463,79688,,53463,2,6506,4279,3165,7083,7109,3178,13730,,9873,0,0,1215,0,1330,0,1268,1280,4728,0,2670,792,508,295,924,874,294,1254,,868,294,0,247,,,,,90566,132806,130068,143494,127311,143334,,140845,,,,,,,,,,,,,,,,146550,140625,133703,154300,144709,,149935,,141303,161912,,,,,,,,597662,446619,,,,,217445,341099,350863,344283,351503,349534,,392278,,,,,,,,,,,,,487486,,,,706725,721271,409164,404661,503811,415359,409377,573899,416832,,413771,,406469,745671,,403742,573899,,,,,,,,0,19122,18080,382033,298879,339006,432327,431286,346245,344999,424954,,344999
Representative,3,NC,12924,8695,7351,16839,16750,7892,18431,,12844,5909,9929,0,8744,158221,113424,114331,160451,159560,113800,149319,,110504,0,0,109981,0,140299,0,101921,,,,,78213,119351,115343,110978,112740,109766,,127827,,,,,,,,,,,,,,,,136664,142533,142841,131521,134414,,130210,,142472,130068,,,,,,,,,,68307,42258,32681,82850,85595,35100,54635,83460,,54635,3,9645,6768,6408,12146,12134,6726,20052,,14433,0,0,2691,0,3325,0,2811,2295,1281,0,1969,2043,1257,534,2451,2446,676,2820,,1964,776,0,935,,,,,118782,186668,194622,190176,195882,193453,,211781,,,,,,,,,,,,,,,,221084,212593,216935,227588,227412,,215604,,213752,223261,,,,,,,,738262,563579,,,,,205055,306019,316005,309416,318987,314406,,347104,,,,,,,,,,,,,565649,,,,761754,763901,357748,355126,570153,365380,359109,585030,367320,,363069,,356224,745670,,353329,585030,,,,,,,,0,24322,19718,495342,395387,403218,499698,498372,405065,394297,480017,,394297
