"","Candidate","State","State_processed","District","Party","GOP.Num","Gender.Num","White.Num","Black.Num","Asian.Num","Latino.Num","Middle_Eastern.Num","Native_American.Num","Incumbent.Num","Senator.Num","Trump.Num","Party.Committee.Num","Emily.s.List.Num","Maggie.s.List.Num","Sanders.Num","Renew.America.Num","Winner.Num","2020.White.%","Pres_2020","Comp","Dem-Rep.2020","Dem-Rep.Comp","total_fundraised_sum"
"770","Shri Thanedar","Michigan","MI","13","DEM",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.367984415972854,0.74206353863487,0.745483218957568,0.495868932494601,0.515107586677088,2650
"771","Shuwaski A. Young","Mississippi","MS","3","DEM",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592770693754052,0.372126191049051,0.383373789850345,-0.243268235696541,-0.223482070130933,11100
"772","Stan Caplan","California","CA","51","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456653314886158,0.35171751335994,0.373888591322978,0.272918893323412,0.230336100696304,84192.84
"773","Steny Hoyer","Maryland","MD","5","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.437277396884492,0.670005534298337,0.609108472977155,0.362622971154855,0.244634342013936,454483.16
"774","Stephanie Bice","Oklahoma","OK","5","GOP",0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0.620917574854458,0.579274693618476,0.580532807774644,-0.184549094282506,-0.201817934690272,431048.79
"775","Stephen F. Lynch","Massachusetts","MA","8","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.663152827671674,0.66556357344609,0.601862410802999,0.352840245064278,0.224496996657935,163000
"776","Stephen Houlahan","California","CA","48","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533005455981081,0.427127416109013,0.397684104388706,-0.123301787645785,-0.184870252686946,21386.85
"777","Stephen Slauson","California","CA","12","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328706950647817,0.0860862003369748,0.0833907089117835,0.807079189086363,0.81407183005145,0
"778","Steve Chabot","Ohio","OH","1","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.674365330587443,0.450055860494487,0.479225486130441,0.0845825035216398,0.0200019314560338,389725.42
"779","Steve Cohen","Tennessee","TN","9","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.253205290992888,0.733058772938787,0.723046057581227,0.482150660937724,0.468835178569226,35500
"780","Steve Womack","Arkansas","AR","3","GOP",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.676866887319624,0.602096751633508,0.622059544713904,-0.234169458561181,-0.277304510148229,557900
"781","Steven A. Horsford","Nevada","NV","4","DEM",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.37303184516925,0.530374031381806,0.52613361024576,0.0826596380872223,0.105523413934629,1406700.76
"782","Steven Elliott","Michigan","MI","12","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.459528382567104,0.251695974062181,0.24152178224367,0.485087302652638,0.494606272949632,41148.27
"783","Steven Holden","New York","NY","24","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872286095620042,0.402098488864264,0.415157281693798,-0.171792132930932,-0.136556203021728,18949.58
"784","Steven L. Sams II","New York","NY","26","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647623913891252,0.373934325808283,0.361193573280867,0.233813273087968,0.252570618130245,5500
"785","Steven Monahan","Colorado","CO","6","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558335330984188,0.367945888624574,0.397929393875496,0.237896722520264,0.163646785244407,184489.63
"786","Stuart N. Ray","Kentucky","KY","3","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.618747944333551,0.378850857416137,0.37495526280573,0.223482954157273,0.231653082120372,392486
"787","Stylo A. Sapaskis","New York","NY","15","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0928631827957543,0.146683395913681,0.086249694683806,0.698030918241207,0.815282282572268,0
"788","Summer Lee","Pennsylvania","PA","12","DEM",1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.72875439293783,0.594215143411096,0.614278311813289,0.199502372922384,0.252181085625456,538386.27
"789","Susan M. Kiley","New Jersey","NJ","6","GOP",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41770918414822,0.395037488214783,0.407003984002343,0.196881219975756,0.16657291032527,190879.44
"790","Susan Wild","Pennsylvania","PA","7","DEM",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.685762847038366,0.497148651000431,0.503684992660158,0.00621218273855617,0.0295010414437334,2395060.75
"791","Susie Lee","Nevada","NV","3","DEM",1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0.439316960295318,0.523804933136853,0.517368549803927,0.0664086708625414,0.0805046738671155,1961411.11
"792","Suzan DelBene","Washington","WA","1","DEM",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.597176797304771,0.634748309921872,0.610997323369526,0.303978767761001,0.24074248643831,434219
"793","Suzanne Bonamici","Oregon","OR","1","DEM",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.655144581844751,0.678371326280871,0.653801051022253,0.389844050243735,0.355673492648872,165923
"794","Sydney Kamlager","California","CA","37","DEM",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.131523585461469,0.856949797287151,0.880063465049903,0.732794434155864,0.775660798808701,566091.5
"795","Sylvia Garcia","Texas","TX","29","DEM",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0833338765846097,0.677737973973653,0.710395231379524,0.36727593192405,0.438311530418713,93280
"796","Tabitha Johnson-Green","Georgia","GA","10","DEM",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635818515686774,0.376481891739521,0.354370722255211,-0.234209697441313,-0.273931931118542,4089.32
"797","Tamie Wilson","Ohio","OH","4","DEM",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85093372996199,0.313728181262399,0.31068625343944,-0.356810440554467,-0.356136808744427,26753
"798","Tamika Hamilton","California","CA","6","GOP",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.471962258665574,0.394388468485769,0.410296240030384,0.184236583272823,0.155689327763008,207883.96
"799","Tammy Duckworth","Illinois","IL","N/A","DEM",1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0.583238738270446,0.575445541994465,0.554881810261204,0.169890533390747,0.155843159876653,3663275.26000024
"800","Tartisha Hill","Texas","TX","5","DEM",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.479150233315558,0.381659095861479,0.368054413033446,-0.224247808377613,-0.246515920627596,4000
"801","Taysha DeVaughan","Virginia","VA","9","DEM",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.859058840883427,0.283271747824159,0.291145745651731,-0.418947572999385,-0.405711450368152,26397.5
"802","Ted Budd","North Carolina","NC","N/A","GOP",0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.604647322237664,0.499357053567647,0.4942793394026,-0.0135092964768635,-0.0110795501385543,5343941.11999993
"803","Ted W. Lieu","California","CA","36","DEM",1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.554679092194391,0.710265752301124,0.70355747932976,0.441225622779175,0.426539629936482,238871.14
"804","Teresa Leger Fernandez","New Mexico","NM","3","DEM",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.345467270388358,0.543475941534194,0.552327271491726,0.107356235997013,0.135861009283414,1231073.14
"805","Terry T. Namkung","Virginia","VA","3","GOP",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.38961911884113,0.299389543383176,0.311398976609745,0.3806124648921,0.360807207053652,62919.84
"806","Terrycina Sewell","Alabama","AL","7","DEM",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.362879203738328,0.65488557226098,0.680261119794125,0.320516896663467,0.367043241409935,551435
"807","Thomas H. Kean Jr.","New Jersey","NJ","7","GOP",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.707824159815264,0.473567910105356,0.514937508963047,0.0365911196142426,-0.0494543703138487,1966622.88
"808","Thomas Lynch","Illinois","IL","2","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333344390236136,0.292914924708561,0.273718009813556,0.400008367375602,0.407808119681996,0
"809","Thomas M. McDermott Jr.","Indiana","IN","N/A","DEM",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.754694992047782,0.40989543608326,0.420845852135893,-0.160777908563315,-0.126367082466272,665090.279999997
"810","Thomas Massie","Kentucky","KY","4","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.865603690145984,0.654478640085914,0.628922726370834,-0.327043455320192,-0.279924089684262,374675.960000001
"811","Thomas Zmich","New York","NY","6","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242199515812044,0.343196665214957,0.265129992262029,0.30225429809826,0.448700642195099,500
"812","Tiffany Smiley","Washington","WA","N/A","GOP",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.638369969894674,0.387672152804536,0.411572204854475,0.192028525470481,0.160739471000499,8360259.82000002
"813","Tim Alexander","New Jersey","NJ","2","DEM",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.635847743936251,0.468270662763517,0.439165137758542,-0.0502282659828843,-0.103357325430054,148859.96
"814","Tim Burchett","Tennessee","TN","2","GOP",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.821244714281435,0.636588706870418,0.633989717328131,-0.292178008825214,-0.288138348676055,424193.18
"815","Tim Rogers","Wisconsin","WI","4","GOP",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.410227035185974,0.227367656669813,0.241737079106479,0.528217268172246,0.494662146778315,0
"816","Tim Ryan","Ohio","OH","N/A","DEM",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.758860499236913,0.452532607704235,0.453450667146104,-0.0803443360054591,-0.0706992673592829,22822719.43
"817","Tim Scott","South Carolina","SC","N/A","GOP",0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0.621001968378945,0.551102939567402,0.557675533088815,-0.116802058146785,-0.13416000833108,8288934.38999991
"818","Tim Walberg","Michigan","MI","5","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.845009450721973,0.612145134505172,0.592341062167392,-0.241636237304673,-0.214598101610656,230647.31
"819","Tina Forte","New York","NY","14","GOP",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176984498797897,0.212889334946001,0.146893956845581,0.56412070991705,0.689324382137098,206342.06
"820","Todd Young","Indiana","IN","N/A","GOP",0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0.754694992047782,0.570673344646576,0.547212934602165,-0.160777908563315,-0.126367082466272,2701606.51
"821","Tom Barrett","Michigan","MI","7","GOP",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.799032039193125,0.486621120594289,0.478809521965125,0.00947125881924377,0.0142380181422407,970706.100000003
"822","Tom Cole","Oklahoma","OK","4","GOP",0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0.639977521562883,0.642448111106482,0.628555221551002,-0.309080596421853,-0.299148047518571,592680
"823","Tom Emmer","Minnesota","MN","6","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.840531212148401,0.575667462713903,0.552961867455432,-0.175948930878841,-0.159676461519135,863102.889999999
"824","Tom Malinowski","New Jersey","NJ","7","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.707824159815264,0.510159029719599,0.465483138649198,0.0365911196142426,-0.0494543703138487,1831629.47
"825","Tom McClintock","California","CA","5","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.592070691886381,0.550583492573504,0.567899669871389,-0.123344193263517,-0.15389304315813,537120.7
"826","Tom O'Halleran","Arizona","AZ","2","DEM",1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.552800612122646,0.452884563235562,0.44420337960169,-0.0788010117295547,-0.0892757996378998,1785114.24
"827","Tom Patti","California","CA","9","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287381451362087,0.426252080231234,0.443647420801415,0.126099675921871,0.095299966615236,1079127.78
"828","Tom Tiffany","Wisconsin","WI","7","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.895287865728267,0.591220503609874,0.569932788744023,-0.199298112940009,-0.161847079547929,408471.6
"829","Tom Weiler","Minnesota","MN","3","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713796646904366,0.383942620431494,0.39466364694279,0.209026226334598,0.161551748430561,277700.47
"830","Tommy Hanson","Illinois","IL","5","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713328123320733,0.292032184651354,0.317139631968157,0.397622215865989,0.323509955213503,0
"831","Tony Cardenas","California","CA","29","DEM",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.213632300967323,0.745446872294136,0.776416707259998,0.51307546222523,0.572609530359036,213203
"832","Tony Gonzales","Texas","TX","23","GOP",0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.284225156358582,0.52935394452664,0.525386797263865,-0.0718534768634253,-0.0714884793209395,919780.819999999
"833","Tony Vargas","Nebraska","NE","2","DEM",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.678045475470561,0.521560601174378,0.47134392349561,0.0631667342514217,-0.0298641019954792,1496422.96
"834","Tracey Mann","Kansas","KS","1","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.745538960066442,0.637088238470677,0.627210677132221,-0.295906685387191,-0.295207971011926,339180.96
"835","Trent Kelly","Mississippi","MS","1","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.646567223048443,0.651101189584395,0.638654152524763,-0.316893896263446,-0.288529472882178,275006.09
"836","Trey J. Hunt","Texas","TX","12","DEM",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548987140590388,0.400983260573282,0.382124931017265,-0.18126636332032,-0.212778418071036,26601.02
"837","Trish Gunby","Missouri","MO","2","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.841803099703131,0.452913592511746,0.436570937957028,-0.0775940247086863,-0.101035383484797,335422.46
"838","Troy Balderson","Ohio","OH","12","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.881223701104712,0.646665878458264,0.627351416605995,-0.308570738277114,-0.27724780804102,355105.4
"839","Troy E. Nehls","Texas","TX","22","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.423046283704939,0.572626056752022,0.593592040670658,-0.160360720605657,-0.206241168844411,188179.5
"840","Trudy Busch Valentine","Missouri","MO","N/A","DEM",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.757753521455137,0.41419800691336,0.415347648084272,-0.153949695833968,-0.13993458428287,859145.84
"841","Tyler Geffeney","California","CA","52","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133779215882562,0.305345313832229,0.291574661882418,0.368623335738178,0.39817658018217,18796.04
"842","Tyler Kistner","Minnesota","MN","2","GOP",0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.752805224081468,0.452103985314147,0.443616974397391,0.0715295789660686,0.0591537037853082,1311885.43
"843","Tyler Lee","North Carolina","NC","12","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406148287917862,0.34141750327368,0.346949418201523,0.301033937145351,0.280626722525536,148256
"844","Val Almonord","Georgia","GA","3","DEM",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64366857656678,0.343306837156279,0.320802194970365,-0.301137145632026,-0.341369431096424,0
"845","Val Demings","Florida","FL","N/A","DEM",1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0.515387065772992,0.477601642597904,0.475263941384482,-0.0335176495240527,-0.0321326153965347,25487443.78
"846","Val Hoyle","Oregon","OR","4","DEM",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.790469663328651,0.546729985307411,0.533988193574863,0.126339206307823,0.118443067145097,1029435.6
"847","Valerie P. Foushee","North Carolina","NC","4","DEM",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0.525532742365926,0.667741911581277,0.663728402985538,0.349898362186287,0.347275851716891,685902.61
"848","Vanessa Enoch","Ohio","OH","8","DEM",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.744719556487239,0.382605268212854,0.363593634990408,-0.220245623751113,-0.251558587826313,0
"849","Vern Buchanan","Florida","FL","16","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.598284498213127,0.538156936040802,0.551895838343477,-0.0886831671828662,-0.124695537426544,1333611.79
"850","Veronica Escobar","Texas","TX","16","DEM",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.117337213456308,0.669437895012608,0.67985832027791,0.354189180338606,0.389838177625113,304910.07
"851","Vicente Gonzalez","Texas","TX","34","DEM",1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0.0791825676315244,0.572264124162437,0.609182886993969,0.155139418441313,0.237689475036396,472172.26
"852","Victoria Spartz","Indiana","IN","5","GOP",0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.811204235841511,0.569649718983898,0.569848921805386,-0.159385179042757,-0.173650086943811,671700.17
"853","Vincent J. Cavaleri","Washington","WA","1","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.597176797304771,0.330769542160871,0.370254836931216,0.303978767761001,0.24074248643831,101629.94
"854","Virginia Foxx","North Carolina","NC","5","GOP",0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0.726694114018265,0.599430581390747,0.588455598956644,-0.212545019194997,-0.200096030314434,515464.46
"855","Wade Herring","Georgia","GA","1","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575891637706711,0.426383883736043,0.40981071058228,-0.133842381993265,-0.164282826862576,841879.86
"856","Warren Davidson","Ohio","OH","8","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.744719556487239,0.602850891963967,0.615152222816721,-0.220245623751113,-0.251558587826313,187098.8
"857","Wayne Steele","Tennessee","TN","4","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758586066427738,0.302081792634226,0.311875386631113,-0.377366513829315,-0.357275965281006,2074.02
"858","Wendy Norman","Idaho","ID","2","DEM",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777109095397438,0.369038314906595,0.357959829566103,-0.229429565383149,-0.234126268739573,7350
"859","Wes Hallman","California","CA","28","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272486412953842,0.320803487505267,0.331981197356176,0.338773106883177,0.317882623234696,56421.22
"860","Wesley Hunt","Texas","TX","38","GOP",0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0.501194935507381,0.583702750702709,0.608007894264697,-0.181261100001398,-0.236641880801919,1946329.29
"861","Whittney Williams","Michigan","MI","6","GOP",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.691477711722193,0.360089029872326,0.364215889205794,0.266732533583365,0.248525038159796,0
"862","Wiley Nickel","North Carolina","NC","13","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.589083642898333,0.499736649118342,0.494597793613777,0.0169401399665834,0.0130498021402976,1009796.33
"863","Will Boyd","Alabama","AL","N/A","DEM",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.63120519381985,0.365699902121223,0.39617942063804,-0.254616529547425,-0.197585930929496,195569.7
"864","Will Rollins","California","CA","41","DEM",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439859173233463,0.485713355013491,0.465862923321885,-0.0109314686225861,-0.053215568391966,2253724.39
"865","William Timmons","South Carolina","SC","4","GOP",0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.640888178948693,0.583562646412199,0.599692134878206,-0.185448248240172,-0.22145833766702,167085
"866","Yadira Caraveo","Colorado","CO","8","DEM",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0.517244867417524,0.508056547845253,0.482913442162857,0.0454598605012833,0.0129441001517346,1680017.6
"867","Yesli I. Vega","Virginia","VA","7","GOP",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.507588479088617,0.456723160369386,0.472081534503274,0.0672956264757251,0.0391693298696121,1695248.58
"868","Young Kim","California","CA","40","GOP",0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0.485270946084812,0.4805319279208,0.515592042324139,0.0186956603649174,-0.0505711223043142,2561267.59000001
"869","Yuri Dashevsky","New York","NY","8","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275702341911935,0.23033635465441,0.163339427417497,0.530157887131984,0.658033653068527,5877.9
"870","Yuripzy Morgan","Maryland","MD","3","GOP",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.570192022370431,0.358889117919169,0.430150976530865,0.252946900661045,0.104953269169018,32472
"871","Yvette Clarke","New York","NY","9","DEM",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.32434244734688,0.752524053618985,0.81939649122807,0.514254133810078,0.656879532163743,53897.66
"872","Yvette Herrell","New Mexico","NM","2","GOP",0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0.294344658749926,0.46004303348307,0.441801454800973,0.0588275263296969,0.0816102573444895,1204199.58
"873","Zach Nunn","Iowa","IA","3","GOP",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.788439861526097,0.491558581851248,0.498300866706435,-0.00344731800084042,-0.0265464272314789,1314527.19
"874","Zoe Lofgren","California","CA","18","DEM",1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.183959193243935,0.709408847709774,0.710502138139698,0.440465315709998,0.440269179521961,546973.2
