"","CAND_ID","CMTE_ID","LINKAGE_ID"
"5823","P00012435","C00709568",238370
"5824","P00012443","C00709824",238647
"5825","P00012468","C00711952",237835
"5826","P00012476","C00710046",239076
"5827","P00012484","C00710095",237308
"5828","P00012492","C00706598",236906
"5829","P00012526","C00710269",238309
"5830","P00012542","C00710350",238427
"5831","P00012575","C00710913",238670
"5832","P00012609","C00710806",239035
"5833","P00012617","C00712125",237320
"5834","P00012617","C00709972",239074
"5835","P00012625","C00710921",238671
"5836","P00012641","C00711267",238583
"5837","P00012658","C00713586",238464
"5838","P00012716","C00711614",237720
"5839","P00012732","C00723262",238898
"5840","P00012740","C00711770",237740
"5841","P00012765","C00711879",238636
"5842","P00012765","C00760314",237555
"5843","P00012765","C00713685",237831
"5844","P00012773","C00712604",237301
"5845","P00012799","C00725796",237256
"5846","P00012807","C00712562",237300
"5847","P00012815","C00712307",239183
"5848","P00012823","C00712505",239188
"5849","P00012849","C00712984",237674
"5850","P00012856","C00712802",238018
"5851","P00012872","C00713065",237677
"5852","P00012880","C00713180",238389
"5853","P00012906","C00699397",235893
"5854","P00012922","C00711507",239112
"5855","P00012955","C00714196",238663
"5856","P00012963","C00714212",238665
"5857","P00013029","C00762831",237330
"5858","P00013052","C00715003",238551
"5859","P00013052","C00715011",237590
"5860","P00013086","C00715110",237594
"5861","P00013094","C00715292",237350
"5862","P00013102","C00715276",237255
"5863","P00013110","C00715490",237368
"5864","P00013136","C00716175",238988
"5865","P00013144","C00715672",238251
"5866","P00013151","C00715979",237710
"5867","P00013177","C00716118",238986
"5868","P00013185","C00716266",238991
"5869","P00013193","C00716209",238989
"5870","P00013201","C00716431",237767
"5871","P00013219","C00716647",237911
"5872","P00013235","C00716712",237913
"5873","P00013235","C00728626",238401
"5874","P00013243","C00717264",237526
"5875","P00013268","C00716985",237635
"5876","P00013276","C00717033",237639
"5877","P00013284","C00717173",237840
"5878","P00013292","C00717371",237534
"5879","P00013318","C00717488",237509
"5880","P00013326","C00717496",237930
"5881","P00013375","C00718007",238184
"5882","P00013383","C00718080",238186
"5883","P00013417","C00729079",238924
"5884","P00013425","C00718452",237363
"5885","P00013441","C00718619",238030
"5886","P00013466","C00718726",238035
"5887","P00013490","C00718874",238258
"5888","P00013516","C00719005",238808
"5889","P00013524","C00718031",238185
"5890","P00013532","C00722066",238188
"5891","P00013573","C00719385",237759
"5892","P00013581","C00719492",238436
"5893","P00013615","C00720003",237356
"5894","P00013631","C00720391",238162
"5895","P00013664","C00720144",238147
"5896","P00013680","C00720268",237685
"5897","P00013698","C00720292",237686
"5898","P00013706","C00720359",238141
"5899","P00013706","C00823245",245630
"5900","P00013714","C00720466",238108
"5901","P00013722","C00720102",238146
"5902","P00013730","C00720664",238968
"5903","P00013748","C00720961",239114
"5904","P00013763","C00721159",237955
"5905","P00013771","C00713172",238388
"5906","P00013805","C00722728",238666
"5907","P00013839","C00722090",238189
"5908","P00013870","C00722421",237206
"5909","P00013896","C00722355",237203
"5910","P00013904","C00724054",238172
"5911","P00013920","C00722751",238668
"5912","P00013938","C00722819",237609
"5913","P00013961","C00785618",241649
"5914","P00013987","C00723726",237405
"5915","P00014001","C00723825",237409
"5916","P00014035","C00723643",238871
"5917","P00014043","C00723981",238148
"5918","P00014068","C00725432",238177
"5919","P00014076","C00725077",237787
"5920","P00014092","C00699223",236183
"5921","P00014118","C00726653",237975
"5922","P00014126","C00724898",238736
"5923","P00014142","C00724864",238734
"5924","P00014183","C00725077",237788
"5925","P00014191","C00725275",238477
"5926","P00014241","C00726448",237821
"5927","P00014258","C00726406",237819
"5928","P00014274","C00726356",237810
"5929","P00014357","C00728014",238386
"5930","P00014365","C00726984",238075
"5931","P00014381","C00727081",237856
"5932","P00014399","C00727016",238077
"5933","P00014415","C00727214",237861
"5934","P00014449","C00727289",237441
"5935","P00014456","C00727271",237440
"5936","P00014472","C00727479",237364
"5937","P00014498","C00727982",238384
"5938","P00014530","C00728154",237248
"5939","P00014597","C00733287",239127
"5940","P00014621","C00729152",238925
"5941","P00014654","C00729368",237303
"5942","P00014670","C00729541",237872
"5943","P00014704","C00735662",238607
"5944","P00014720","C00729822",237603
"5945","P00014738","C00729855",238495
"5946","P00014746","C00729970",238517
"5947","P00014761","C00730143",238126
"5948","P00014829","C00730762",237276
"5949","P00014837","C00731224",238681
"5950","P00014845","C00731638",237749
"5951","P00014860","C00731745",237752
"5952","P00014894","C00731992",238703
"5953","P00014902","C00732016",238704
"5954","P00014910","C00738161",239219
"5955","P00014910","C00732222",238275
"5956","P00014985","C00732537",238541
"5957","P00015008","C00730861",237281
"5958","P00015073","C00733683",238767
"5959","P00015073","C00733667",238765
"5960","P00015081","C00733816",238168
"5961","P00015107","C00734095",238210
"5962","P00015115","C00734277",238217
"5963","P00015131","C00734343",238240
"5964","P00015156","C00734475",237916
"5965","P00015156","C00734467",237401
"5966","P00015172","C00735936",238407
"5967","P00015214","C00735407",237171
"5968","P00015271","C00736447",237136
"5969","P00015289","C00738773",237261
"5970","P00015297","C00736686",237543
"5971","P00015339","C00737247",238769
"5972","P00015347","C00737445",238785
"5973","P00015354","C00737833",238837
"5974","P00015370","C00737486",238585
"5975","P00015412","C00738252",237613
"5976","P00015479","C00739375",237149
"5977","P00015495","C00739292",239180
"5978","P00015529","C00739425",237152
"5979","P00015537","C00739573",237702
"5980","P00015552","C00739540",237687
"5981","P00015602","C00740241",239225
"5982","P00015610","C00717074",237837
"5983","P00015628","C00777987",240656
"5984","P00015628","C00740894",237381
"5985","P00015636","C00740977",237384
"5986","P00015669","C00741389",237875
"5987","P00015677","C00741447",237874
"5988","P00015727","C00742320",238915
"5989","P00015735","C00742676",237895
"5990","P00015768","C00742957",237617
"5991","P00015768","C00745596",239241
"5992","P00015776","C00743245",238958
"5993","P00015792","C00743658",238499
"5994","P00015818","C00709741",238644
"5995","P00015826","C00743708",238095
"5996","P00015834","C00743815",237779
"5997","P00015842","C00743849",237780
"5998","P00015867","C00743997",238798
"5999","P00015875","C00744003",238349
"6000","P00015925","C00762195",238935
"6001","P00015925","C00744367",238097
"6002","P00015941","C00745331",238943
"6003","P00015966","C00744995",237179
"6004","P00015982","C00745216",238415
"6005","P00016006","C00745406",237792
"6006","P00016006","C00745414",237793
"6007","P00016022","C00745620",238556
"6008","P00016022","C00745612",239242
"6009","P00016030","C00745661",238557
"6010","P00016048","C00745679",238558
"6011","P00016121","C00746669",238310
"6012","P00016139","C00746958",238466
"6013","P00016147","C00746974",238468
"6014","P00016154","C00747048",238841
"6015","P00016162","C00747436",238858
"6016","P00016170","C00747543",238353
"6017","P00016238","C00748079",238354
"6018","P00016253","C00748152",238361
"6019","P00016253","C00802017",243243
"6020","P00016261","C00748194",239157
"6021","P00016295","C00817841",245148
"6022","P00016295","C00748715",238204
"6023","P00016295","C00780908",240988
"6024","P00016303","C00749119",237131
"6025","P00016311","C00824136",245720
"6026","P00016311","C00775973",240402
"6027","P00016311","C00749531",239195
"6028","P00016337","C00749465",238886
"6029","P00016345","C00749630",239069
"6030","P00016386","C00749911",239119
"6031","P00016428","C00750448",238226
"6032","P00016436","C00750570",238992
"6033","P00016469","C00750588",238997
"6034","P00016493","C00750646",239000
"6035","P00016519","C00750653",239001
"6036","P00016527","C00750661",239002
"6037","P00016535","C00750679",239003
"6038","P00016550","C00750745",239016
"6039","P00016568","C00750810",239197
"6040","P00016576","C00750836",239199
"6041","P00016600","C00751115",238746
"6042","P00016634","C00739946",237288
"6043","P00016642","C00750752",239017
"6044","P00016733","C00751941",239212
"6045","P00016733","C00751933",239211
"6046","P00016733","C00754309",238509
"6047","P00016733","C00751776",239122
"6048","P00016733","C00754317",238510
"6049","P00016741","C00751701",238599
"6050","P00016774","C00751842",237220
"6051","P00016790","C00752204",237234
"6052","P00016816","C00752246",237235
"6053","P00016824","C00752337",237724
"6054","P00016832","C00752626",238960
"6055","P00016840","C00752709",238975
"6056","P00016857","C00752717",239049
"6057","P00016865","C00752733",239050
"6058","P00016899","C00753285",237283
"6059","P00016931","C00753467",237578
"6060","P00016998","C00754085",237335
"6061","P00017004","C00754119",238478
"6062","P00017038","C00754911",238328
"6063","P00017046","C00761288",237631
"6064","P00017053","C00755124",237816
"6065","P00017079","C00755777",237747
"6066","P00017079","C00755488",237243
"6067","P00017087","C00820050",245412
"6068","P00017095","C00755595",237266
"6069","P00017103","C00755587",237265
"6070","P00017111","C00755884",238844
"6071","P00017137","C00756106",239066
"6072","P00017152","C00756460",238356
"6073","P00017178","C00756817",238357
"6074","P00017194","C00757146",238976
"6075","P00017202","C00749580",239060
"6076","P00017202","C00757443",237644
"6077","P00017236","C00757583",237471
"6078","P00017251","C00757955",238559
"6079","P00017293","C00759829",238228
"6080","P00017319","C00758615",238567
"6081","P00017319","C00758599",238566
"6082","P00017335","C00758714",239082
"6083","P00017350","C00759241",237221
"6084","P00017368","C00759217",237197
"6085","P00017376","C00760173",238501
"6086","P00017392","C00759894",237934
"6087","P00017426","C00763607",239045
"6088","P00017426","C00762690",238362
"6089","P00017434","C00760595",238806
"6090","P00017442","C00760645",238807
"6091","P00017467","C00760793",238423
"6092","P00017475","C00761536",238153
"6093","P00017483","C00760942",239081
"6094","P00017517","C00709790",238646
"6095","P00017525","C00761395",238482
"6096","P00017533","C00761510",238152
"6097","P00017582","C00762443",239052
"6098","P00017616","C00765263",237649
"6099","P20000055","C00682377",235932
"6100","P20001376","C00713677",238246
"6101","P20002630","C00495069",235208
"6102","P20002671","C00605568",235681
"6103","P20002671","C00495622",235269
"6104","P20002721","C00496034",235320
"6105","P20002721","C00578492",235471
"6106","P20003174","C00499723",235581
"6107","P20003315","C00708198",237868
"6108","P20003349","C00712042",238528
"6109","P20003851","C00756346",237313
"6110","P20003984","C00581199",235299
"6111","P20004081","C00697060",236097
"6112","P20004099","C00622290",236517
"6113","P20004487","C00802611",243665
"6114","P20004818","C00708610",239053
"6115","P20004909","C00520304",235234
"6116","P20005054","C00733451",237915
"6117","P20005229","C00532663",235541
"6118","P20005310","C00584201",235455
"6119","P20005336","C00587121",235677
"6120","P20005427","C00654228",235806
"6121","P20005443","C00694877",236824
"6122","P20005443","C00694430",236429
"6123","P20005500","C00751305",238863
"6124","P20005500","C00751313",238864
"6125","P20005542","C00781013",241000
"6126","P20005542","C00828889",245996
"6127","P20005542","C00770891",239972
"6128","P20005559","C00773796",240212
"6129","P20005583","C00813493",244699
"6130","P20005583","C00779496",240844
"6131","P20005609","C00781880",241123
"6132","P20005617","C00783647",241382
"6133","P20005658","C00789719",241939
"6134","P20005690","C00798371",242844
"6135","P20005716","C00799023",242938
"6136","P20005724","C00800698",243122
"6137","P20005732","C00802397",243301
"6138","P20005765","C00804112",243553
"6139","P20005849","C00815399",244910
"6140","P20005948","C00821694",245525
"6141","P20005955","C00725374",245533
"6142","P20005989","C00825687",245801
"6143","P20005997","C00825794",245806
"6144","P20006011","C00826560",245841
"6145","P20006037","C00828467",245949
"6146","P20006060","C00757534",245965
"6147","P20006078","C00828970",246006
"6148","P20006086","C00829150",246023
"6149","P40002347","C00384073",235009
"6150","P40002404","C00384388",234845
"6151","P40002461","C00692582",236924
"6152","P40002909","C00388512",235282
"6153","P40002909","C00575019",235283
"6154","P40003170","C00716092",238928
"6155","P40003279","C00395475",234734
"6156","P40003576","C00575449",237039
"6157","P40003584","C00564880",238614
"6158","P40003642","C00589069",235651
"6159","P40003725","C00627687",236732
"6160","P40003766","C00690909",236854
"6161","P40003782","C00657924",235867
"6162","P40003790","C00659052",235927
"6163","P40003808","C00669408",237043
"6164","P40003808","C00688176",236642
"6165","P40003824","C00677799",237078
"6166","P40003840","C00687087",237524
"6167","P40003840","C00717066",237836
"6168","P40003873","C00699298",236278
"6169","P40003923","C00820662",245470
"6170","P40003923","C00726927",238071
"6171","P40003949","C00732164",237668
"6172","P40003956","C00734228",238214
"6173","P40003980","C00746800",237175
"6174","P40004004","C00747949",238312
"6175","P40004012","C00750422",238225
"6176","P40004038","C00752907",238896
"6177","P40004046","C00753566",237854
"6178","P40004053","C00753574",238090
"6179","P40004053","C00753582",238419
"6180","P40004079","C00757476",237360
"6181","P40004087","C00758912",238044
"6182","P40004095","C00760876",239079
"6183","P40004103","C00761320",237632
"6184","P40004103","C00761312",238481
"6185","P40004145","C00711424",239097
"6186","P40004145","C00762138",237332
"6187","P40004152","C00762187",238934
"6188","P40004202","C00762450",238865
"6189","P40004236","C00746974",238469
"6190","P40004244","C00762492",237334
"6191","P40004277","C00762732",238984
"6192","P40004293","C00762880",237213
"6193","P40004301","C00763276",238634
"6194","P40004368","C00763821",238574
"6195","P40004376","C00670026",235784
"6196","P40004392","C00764621",237597
"6197","P40004400","C00764944",237388
"6198","P40004418","C00765008",237773
"6199","P40004426","C00765032",238577
"6200","P40004434","C00765065",237834
"6201","P40004459","C00765909",239282
"6202","P40004467","C00572032",239350
"6203","P40004533","C00764258",239449
"6204","P40004533","C00823880",245695
"6205","P40004541","C00770453",239923
"6206","P40004558","C00767723",239460
"6207","P40004574","C00611756",239504
"6208","P40004582","C00768176",239530
"6209","P40004608","C00768739",239601
"6210","P40004616","C00772566",240161
"6211","P40004624","C00769323",239708
"6212","P40004632","C00719195",239729
"6213","P40004665","C00768937",239795
"6214","P40004673","C00769935",239817
"6215","P40004681","C00769943",239818
"6216","P40004699","C00770099",239857
"6217","P40004749","C00770537",239925
"6218","P40004756","C00770545",239926
"6219","P40004764","C00770552",239927
"6220","P40004806","C00770651",239928
"6221","P40004814","C00770677",239944
"6222","P40004822","C00770693",239945
"6223","P40004830","C00770685",239946
"6224","P40004848","C00770719",239947
"6225","P40004855","C00770750",239948
"6226","P40004863","C00770917",239974
"6227","P40004897","C00771014",239991
"6228","P40004905","C00771022",240003
"6229","P40004947","C00771428",240018
"6230","P40004954","C00772269",240130
"6231","P40004962","C00771741",240061
"6232","P40004970","C00771790",240062
"6233","P40005332","C00773077",240181
"6234","P40005753","C00773895",240213
"6235","P40005902","C00774554",240317
"6236","P40005928","C00775130",240338
"6237","P40005936","C00774109",240453
"6238","P40005977","C00777318",240558
"6239","P40005993","C00777508",240577
"6240","P40006025","C00777813",240613
"6241","P40006058","C00778399",240696
"6242","P40006066","C00778951",240756
"6243","P40006116","C00780569",240956
"6244","P40006140","C00780940",240990
"6245","P40006157","C00781088",241021
"6246","P40006199","C00782425",241216
"6247","P40006215","C00782524",241232
"6248","P40006223","C00782896",241272
"6249","P40006272","C00784009",241408
"6250","P40006306","C00784462",241482
"6251","P40006348","C00785782",241650
"6252","P40006355","C00693184",241664
"6253","P40006363","C00786160",241687
"6254","P40006371","C00786251",241688
"6255","P40006389","C00786616",241718
"6256","P40006405","C00764944",241790
"6257","P40006413","C00764944",241791
"6258","P40006447","C00787937",241837
"6259","P40006462","C00789107",241896
"6260","P40006470","C00790311",242005
"6261","P40006488","C00789206",241901
"6262","P40006504","C00789446",241915
"6263","P40006520","C00789859",243443
"6264","P40006546","C00789909",241950
"6265","P40006561","C00694117",241974
"6266","P40006579","C00790840",242044
"6267","P40006645","C00812925",244641
"6268","P40006694","C00764258",242180
"6269","P40006710","C00816587",245036
"6270","P40006785","C00793174",242285
"6271","P40006793","C00793224",242291
"6272","P40006827","C00793810",242355
"6273","P40006843","C00793927",242356
"6274","P40006850","C00794099",242357
"6275","P40006900","C00795419",242510
"6276","P40006918","C00795625",242542
"6277","P40006926","C00795690",242560
"6278","P40006983","C00805697",243741
"6279","P40007015","C00797076",242666
"6280","P40007031","C00797266",242688
"6281","P40007049","C00797696",242755
"6282","P40007064","C00795674",242770
"6283","P40007072","C00797969",242794
"6284","P40007098","C00829275",246047
"6285","P40007155","C00800169",243074
"6286","P40007189","C00801035",243145
"6287","P40007296","C00796938",243346
"6288","P40007304","C00785352",243362
"6289","P40007312","C00728097",243374
"6290","P40007320","C00728097",243375
"6291","P40007338","C00803064",243418
"6292","P40007346","C00803304",243444
"6293","P40007353","C00805143",243653
"6294","P40007395","C00821306",245515
"6295","P40007403","C00805754",243742
"6296","P40007429","C00806166",243784
"6297","P40007437","C00806422",243820
"6298","P40007502","C00808543",244044
"6299","P40007569","C00809988",244207
"6300","P40007577","C00810028",244208
"6301","P40007635","C00810531",244294
"6302","P40007650","C00819672",245369
"6303","P40007668","C00811265",244391
"6304","P40007676","C00811398",244427
"6305","P40007700","C00812693",244597
"6306","P40007734","C00812966",244628
"6307","P40007759","C00813105",244645
"6308","P40007882","C00814335",244790
"6309","P40007924","C00818120",245194
"6310","P40007940","C00814822",244850
"6311","P40007957","C00815324",244911
"6312","P40008005","C00815597",244927
"6313","P40008021","C00815712",244928
"6314","P40008039","C00815811",244942
"6315","P40008062","C00816249",244981
"6316","P40008070","C00816413",244998
"6317","P40008096","C00817080",245067
"6318","P40008112","C00817213",245074
"6319","P40008120","C00817221",245075
"6320","P40008153","C00817577",245124
"6321","P40008179","C00817833",245140
"6322","P40008187","C00817841",245160
"6323","P40008187","C00780908",245159
"6324","P40008203","C00818385",245208
"6325","P40008229","C00818575",245229
"6326","P40008237","C00818609",245238
"6327","P40008252","C00819078",245276
"6328","P40008286","C00819193",245304
"6329","P40008328","C00819375",245305
"6330","P40008336","C00819532",245355
"6331","P40008344","C00819540",245356
"6332","P40008351","C00820803",245481
"6333","P40008393","C00819821",245385
"6334","P40008419","C00820217",245413
"6335","P40008468","C00785667",245446
"6336","P40008476","C00823716",245665
"6337","P40008518","C00805705",245489
"6338","P40008526","C00821108",245496
"6339","P40008534","C00821306",245516
"6340","P40008583","C00822270",245561
"6341","P40008591","C00823005",245614
"6342","P40008617","C00822411",245570
"6343","P40008633","C00822460",245576
"6344","P40008641","C00822635",245591
"6345","P40008658","C00823732",245677
"6346","P40008690","C00822817",245601
"6347","P40008716","C00826891",245853
"6348","P40008716","C00822791",245621
"6349","P40008724","C00823328",245636
"6350","P40008765","C00823435",245654
"6351","P40008773","C00611756",245655
"6352","P40008781","C00823567",245656
"6353","P40008807","C00823807",245678
"6354","P40008815","C00823872",245688
"6355","P40008823","C00824623",245747
"6356","P40008849","C00824169",245711
"6357","P40008880","C00824417",245739
"6358","P40008898","C00824516",245732
"6359","P40008922","C00825125",245762
"6360","P40008948","C00825224",245767
"6361","P40008963","C00829341",246053
"6362","P40009037","C00826438",245830
"6363","P40009078","C00826172",245825
"6364","P40009110","C00826446",245831
"6365","P40009144","C00826586",245837
"6366","P40009169","C00818385",245854
"6367","P40009201","C00827378",245871
"6368","P40009243","C00827873",245902
"6369","P40009276","C00827857",245903
"6370","P40009292","C00829085",246015
"6371","P40009375","C00828160",245928
"6372","P40009409","C00828293",245934
"6373","P40009425","C00725374",245950
"6374","P40009433","C00828285",245939
"6375","P40009458","C00828590",245966
"6376","P40009466","C00828558",245967
"6377","P40009474","C00828566",245968
"6378","P40009524","C00828574",245955
"6379","P40009565","C00828582",245956
"6380","P40009599","C00828616",245957
"6381","P40009623","C00828632",245969
"6382","P40009649","C00828657",245958
"6383","P40009672","C00828707",245976
"6384","P40009706","C00828822",245983
"6385","P40009714","C00828814",245977
"6386","P40009730","C00828855",245989
"6387","P40009763","C00828913",245999
"6388","P40009789","C00828624",246017
"6389","P40009797","C00829036",246008
"6390","P40009839","C00829051",246009
"6391","P40009888","C00829200",246030
"6392","P40009904","C00829226",246039
"6393","P40009979","C00829556",246059
"6394","P40009987","C00829507",246060
"6395","P60003076","C00346163",235053
"6396","P60003175","C00492892",235427
"6397","P60003175","C00541896",235191
"6398","P60003290","C00725150",237791
"6399","P60003290","C00725093",237789
"6400","P60003654","C00496497",235209
"6401","P60003670","C00581876",235946
"6402","P60004322","C00708008",239023
"6403","P60004983","C00653527",236095
"6404","P60004991","C00550111",238286
"6405","P60005147","C00729632",239020
"6406","P60005147","C00718148",237397
"6407","P60005147","C00728394",237226
"6408","P60005170","C00590083",235653
"6409","P60005261","C00732867",238280
"6410","P60005303","C00563536",235612
"6411","P60005535","C00569897",235457
"6412","P60005626","C00570879",235602
"6413","P60005717","C00823179",245627
"6414","P60005766","C00572032",235529
"6415","P60005816","C00572552",235367
"6416","P60005865","C00703744",236033
"6417","P60005915","C00573519",235328
"6418","P60005949","C00573998",235555
"6419","P60006046","C00580480",235342
"6420","P60006053","C00574335",235230
"6421","P60006111","C00574624",235608
"6422","P60006277","C00575803",236264
"6423","P60006467","C00654947",235872
"6424","P60006541","C00575670",235620
"6425","P60006566","C00744235",237826
"6426","P60006574","C00706028",236366
"6427","P60006723","C00458844",235461
"6428","P60006731","C00577726",235466
"6429","P60006830","C00718700",238034
"6430","P60007002","C00576645",235507
"6431","P60007085","C00576066",235463
"6432","P60007093","C00576702",235444
"6433","P60007168","C00696948",236180
"6434","P60007168","C00577130",235550
"6435","P60007176","C00577106",235508
"6436","P60007184","C00579409",235375
"6437","P60007283","C00711127",238431
"6438","P60007341","C00577932",235557
"6439","P60007481","C00823393",245755
"6440","P60007523","C00812289",244542
"6441","P60007572","C00578245",235370
"6442","P60007655","C00578591",235511
"6443","P60007770","C00703280",236930
"6444","P60007895","C00694851",236821
"6445","P60008059","C00579458",235373
"6446","P60008067","C00691899",236065
"6447","P60008075","C00733295",239128
"6448","P60008158","C00715888",237633
"6449","P60008158","C00716902",237522
"6450","P60008547","C00734954",238133
"6451","P60008638","C00712778",238016
"6452","P60008695","C00637751",235981
"6453","P60008869","C00755165",237817
"6454","P60009057","C00576553",235506
"6455","P60009230","C00582197",235395
"6456","P60009297","C00778621",240743
"6457","P60009495","C00693036",236427
"6458","P60009610","C00673434",236247
"6459","P60010022","C00714857",238564
"6460","P60010188","C00731059",239166
"6461","P60011517","C00584359",235456
"6462","P60012218","C00676643",235960
"6463","P60012697","C00589002",235641
"6464","P60014024","C00683862",237064
"6465","P60014222","C00741520",237877
"6466","P60014396","C00585802",235514
"6467","P60014909","C00728147",237993
"6468","P60015278","C00676908",236773
"6469","P60015419","C00708123",237162
"6470","P60015526","C00712877",238020
"6471","P60015724","C00729434",237304
"6472","P60015864","C00671958",237111
"6473","P60015864","C00671719",237110
"6474","P60016342","C00588426",238378
"6475","P60016920","C00589762",235665
"6476","P60017100","C00590273",235643
"6477","P60017456","C00662759",237025
"6478","P60017621","C00714428",238970
"6479","P60017662","C00750885",239208
"6480","P60017720","C00695494",236348
"6481","P60017720","C00744102",237558
"6482","P60017852","C00717140",237839
"6483","P60018066","C00636472",236522
"6484","P60018371","C00593533",235636
"6485","P60018702","C00599910",235698
"6486","P60019387","C00699751",236397
"6487","P60019668","C00608653",235706
"6488","P60019676","C00608752",235708
"6489","P60020047","C00610196",235742
"6490","P60020963","C00813055",244657
"6491","P60020963","C00674580",235921
"6492","P60021060","C00615062",235725
"6493","P60021136","C00732057",237995
"6494","P60021441","C00617019",236283
"6495","P60021482","C00617191",236230
"6496","P60021508","C00724732",238068
"6497","P60021532","C00617936",236225
"6498","P60021581","C00617902",236545
"6499","P60021680","C00618926",236409
"6500","P60021706","C00745281",238417
"6501","P60022118","C00734921",238270
"6502","P60022118","C00733741",238285
"6503","P60022118","C00760199",238503
"6504","P60022118","C00733733",238132
"6505","P60022480","C00623850",236725
"6506","P60022613","C00623553",235796
"6507","P60022654","C00623884",236222
"6508","P60022993","C00627810",235945
"6509","P60023124","C00626275",236410
"6510","P60023124","C00647990",236390
"6511","P60023652","C00687251",236370
"6512","P60023660","C00725952",237688
"6513","P60023660","C00725960",237689
"6514","P60023660","C00628503",238786
"6515","P60023686","C00630848",236261
"6516","P60023744","C00635789",236900
"6517","P60023827","C00712547",239200
"6518","P60023868","C00728717",237393
"6519","P60023876","C00747196",237467
"6520","P60023926","C00775619",240440
"6521","P80000268","C00202176",234929
"6522","P80000672","C00687111",236504
"6523","P80000722","C00745224",238416
"6524","P80000722","C00703975",237073
"6525","P80000748","C00495820",235495
"6526","P80001571","C00828541",245959
"6527","P80001571","C00580100",235335
"6528","P80002876","C00692186",236817
"6529","P80003114","C00701029",237100
"6530","P80003239","C00682609",236190
"6531","P80003551","C00733550",238744
"6532","P80003643","C00740951",237382
"6533","P80003817","C00432831",235041
"6534","P80003890","C00646893",236720
"6535","P80004120","C00691113",236722
"6536","P80004328","C00631432",235792
"6537","P80004377","C00575647",235619
"6538","P80004765","C00697227",236098
"6539","P80004989","C00745109",238957
"6540","P80005036","C00733808",238167
"6541","P80005358","C00738286",237614
"6542","P80005895","C00625657",236787
"6543","P80005960","C00659698",236890
"6544","P80006026","C00670448",236042
"6545","P80006117","C00696419",236592
"6546","P80006133","C00728519",238387
"6547","P80006133","C00727560",237392
"6548","P80006133","C00727552",237174
"6549","P80006133","C00727545",237391
"6550","P80006182","C00774216",240257
"6551","P80006265","C00826156",245822
"6552","P80006273","C00826834",245849
"6553","S0AK00121","C00522730",235309
"6554","S0AK00212","C00746198",237538
"6555","S0AL00156","C00640623",236529
"6556","S0AL00206","C00697417",235934
"6557","S0AL00214","C00699231",236184
"6558","S0AL00222","C00699496",236609
"6559","S0AL00230","C00701672",236452
"6560","S0AL00263","C00705269",236894
"6561","S0AL00289","C00709477",238005
"6562","S0AL00305","C00710434",237483
"6563","S0AL00313","C00713107",238102
"6564","S0AL00321","C00726257",238791
"6565","S0AR00150","C00476317",235156
"6566","S0AR00218","C00726422",237820
"6567","S0AR00226","C00741124",237501
"6568","S0AZ00145","C00741942",237449
"6569","S0AZ00251","C00474825",235649
"6570","S0AZ00350","C00696526",236139
"6571","S0AZ00368","C00699975",237006
"6572","S0AZ00376","C00717991",238183
"6573","S0AZ00384","C00737973",239087
"6574","S0AZ00400","C00739383",237150
"6575","S0AZ00418","C00741660",237893
"6576","S0AZ00426","C00749564",239196
"6577","S0CA00199","C00539890",235188
"6578","S0CA00454","C00697268",236102
"6579","S0CA00496","C00689885",238327
"6580","S0CA00504","C00767517",240046
"6581","S0CA00504","C00767517",240284
"6582","S0CO00211","C00458398",235035
"6583","S0CO00211","C00585737",235399
"6584","S0CO00286","C00696724",235888
"6585","S0CO00286","C00467118",235199
"6586","S0CO00344","C00490276",235131
"6587","S0CO00435","C00691089",236762
"6588","S0CO00443","C00692160",235898
"6589","S0CO00450","C00694844",237107
"6590","S0CO00468","C00695411",236571
"6591","S0CO00484","C00700708",236162
"6592","S0CO00500","C00703033",236705
"6593","S0CO00518","C00702381",236742
"6594","S0CO00575","C00716720",237914
"6595","S0CO00583","C00716795",237923
"6596","S0CO00617","C00720250",238534
"6597","S0CO00625","C00730929",239161
"6598","S0CO00633","C00731877",238718
"6599","S0CO00641","C00735076",238156
"6600","S0CO00658","C00739334",237148
"6601","S0CO00666","C00742577",239105
"6602","S0CO00674","C00743211",237165
"6603","S0CO00682","C00744904",237161
"6604","S0CO00708","C00754259",238508
"6605","S0CO00708","C00754226",238846
"6606","S0CT00177","C00492991",235128
"6607","S0CT00292","C00746131",238179
"6608","S0DE00092","C00475392",235173
"6609","S0DE00167","C00726638",238699
"6610","S0DE00175","C00727263",237439
"6611","S0DE00183","C00732982",238301
"6612","S0DE00191","C00740837",237347
"6613","S0FL00338","C00494617",235167
"6614","S0FL00338","C00620518",235799
"6615","S0FL00619","C00750091",237931
"6616","S0FL00627","C00758706",238568
"6617","S0GA00351","C00683870",236499
"6618","S0GA00377","C00690974",236850
"6619","S0GA00385","C00692269",236591
"6620","S0GA00393","C00701383",235985
"6621","S0GA00401","C00712349",238550
"6622","S0GA00419","C00711804",237741
"6623","S0GA00443","C00694463",236431
"6624","S0GA00450","C00720508",238118
"6625","S0GA00468","C00721480",238454
"6626","S0GA00484","C00726075",237698
"6627","S0GA00492","C00726695",237977
"6628","S0GA00500","C00728782",237417
"6629","S0GA00518","C00729285",237650
"6630","S0GA00526","C00761221",239263
"6631","S0GA00526","C00729608",237884
"6632","S0GA00534","C00714634",238122
"6633","S0GA00542","C00733030",238542
