"","FEC_index","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ID","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","Last_Name_FEC","CAND_PTY_AFFILIATION_processed"
"3102","3102","NEUMANN, MARK ALLEN","DEM","H0WI03118","WI","3","NEUMANN","DEM"
"3103","3103","PFAFF, BRAD","DEM","H2WI03122","WI","3","PFAFF","DEM"
"3104","3104","COOKE, REBECCA","DEM","H2WI03130","WI","3","COOKE","DEM"
"3105","3105","MCGRATH, DEB","DEM","H2WI03148","WI","3","MCGRATH","DEM"
"3106","3106","KIND, RONALD JAMES","DEM","H6WI03099","WI","3","KIND","DEM"
"3107","3107","EBBEN, JESSI","REP","H0WI03159","WI","3","EBBEN","GOP"
"3108","3108","VAN ORDEN, DERRICK F. MR.","REP","H0WI03175","WI","3","VAN","GOP"
"3109","3109","MOORE, GWEN S","DEM","H4WI04183","WI","4","MOORE","DEM"
"3110","3110","KATZENMEYER, JESSICA","DEM","H2WI05267","WI","5","KATZENMEYER","DEM"
"3111","3111","VAN SOMEREN, MIKE","DEM","H2WI05275","WI","5","VAN","DEM"
"3112","3112","PALZEWICZ, TOM","DEM","H8WI05165","WI","5","PALZEWICZ","DEM"
"3113","3113","FITZGERALD, SCOTT","REP","H0WI05113","WI","5","FITZGERALD","GOP"
"3114","3114","DETEMPLE, CLIFFORD JAMES","REP","H0WI05121","WI","5","DETEMPLE","GOP"
"3115","3115","SENSENBRENNER, F. JAMES JR.","REP","H8WI09050","WI","5","SENSENBRENNER","GOP"
"3116","3116","BOOR, MATTHEW","DEM","H0WI06178","WI","6","BOOR","DEM"
"3117","3117","KING, JESSICA JEANE MS","DEM","H0WI06186","WI","6","KING","DEM"
"3118","3118","WASHBURN, AMY IRENE MS.","DEM","H0WI06194","WI","6","WASHBURN","DEM"
"3119","3119","MULLENIX, DOUGLAS","REP","H2WI06067","WI","6","MULLENIX","GOP"
"3120","3120","GROTHMAN, GLENN S.","REP","H4WI06048","WI","6","GROTHMAN","GOP"
"3121","3121","ZUNKER, TRICIA","DEM","H0WI07135","WI","7","ZUNKER","DEM"
"3122","3122","AUSMAN, RICHARD","DEM","H2WI07123","WI","7","AUSMAN","DEM"
"3123","3123","ENGEBRETSON, MARGARET RUTH","DEM","H8WI07096","WI","7","ENGEBRETSON","DEM"
"3124","3124","DUFFY, SEAN","REP","H0WI07051","WI","7","DUFFY","GOP"
"3125","3125","TIFFANY, TOM","REP","H0WI07101","WI","7","TIFFANY","GOP"
"3126","3126","KUNELIUS, DAVID WALTER","REP","H2WI07115","WI","7","KUNELIUS","GOP"
"3127","3127","STUCK, AMANDA","DEM","H0WI08125","WI","8","STUCK","DEM"
"3128","3128","NELSON, TOM","DEM","H6WI08163","WI","8","NELSON","DEM"
"3129","3129","CLARMONT, SHAUN MICHAEL","REP","H2WI08089","WI","8","CLARMONT","GOP"
"3130","3130","GALLAGHER, MICHAEL JOHN","REP","H6WI08155","WI","8","GALLAGHER","GOP"
"3131","3131","VANDENPLAS, JACOB JOHN","LIB","H2WI08063","WI","8","VANDENPLAS","LIB"
"3132","3132","SISCO, MICHAEL RAYMOND","REP","H2WV01102","WV","1","SISCO","GOP"
"3133","3133","FULLER, SCOTT ALLEN MR","REP","H2WV01136","WV","1","FULLER","GOP"
"3134","3134","LAWHORN, ZANE RENE","REP","H6WV03117","WV","1","LAWHORN","GOP"
"3135","3135","MILLER, CAROL DEVINE","REP","H8WV03097","WV","1","MILLER","GOP"
"3136","3136","WENDELL, BARRY LEE MR.","DEM","H2WV02191","WV","2","WENDELL","DEM"
"3137","3137","UNGER, JOHN R II","DEM","H8WV02073","WV","2","UNGER","DEM"
"3138","3138","SERGENT, TALLEY","DEM","H8WV02115","WV","2","SERGENT","DEM"
"3139","3139","MCKINLEY, DAVID B. MR.","REP","H0WV01072","WV","2","MCKINLEY","GOP"
"3140","3140","BRAUN, CARLY","REP","H2WV01128","WV","2","BRAUN","GOP"
"3141","3141","BUCHSER-LOCHOCKI, SUSAN","REP","H2WV02183","WV","2","BUCHSER-LOCHOCKI","GOP"
"3142","3142","SECKMAN, MICHAEL","REP","H2WV02209","WV","2","SECKMAN","GOP"
"3143","3143","MOONEY, ALEXANDER XAVIER","REP","H4WV02080","WV","2","MOONEY","GOP"
"3144","3144","REED, KENNETH RAY","REP","H4WV02122","WV","2","REED","GOP"
"3145","3145","TURNER, HILARY","DEM","H0WV03151","WV","3","TURNER","DEM"
"3146","3146","JENKINS, EVAN H","REP","H4WV03070","WV","3","JENKINS","GOP"
"3147","3147","LUCAS, CONRAD G. MR. II","REP","H8WV03105","WV","3","LUCAS","GOP"
"3148","3148","GEARHEART, MARTY","REP","H8WV03113","WV","3","GEARHEART","GOP"
"3149","3149","BEACH, CARL","DEM","H0WY01028","WY","0","BEACH","DEM"
"3150","3150","GREYBULL, LYNNETTE","DEM","H0WY01036","WY","0","GREYBULL","DEM"
"3151","3151","HELM, TRAVIS","DEM","H8WY01054","WY","0","HELM","DEM"
"3152","3152","BOUCHARD, ANTHONY","REP","H2WY00158","WY","0","BOUCHARD","GOP"
"3153","3153","HAGEMAN, HARRIET","REP","H2WY00166","WY","0","HAGEMAN","GOP"
"3154","3154","GRAY, CHARLES","REP","H2WY01032","WY","0","GRAY","GOP"
"3155","3155","KNAPP, EVERETT DENTON JR","REP","H2WY01040","WY","0","KNAPP","GOP"
"3156","3156","BELINSKEY, ROBYN MARIWE","REP","H2WY29017","WY","0","BELINSKEY","GOP"
"3157","3157","LUMMIS, CYNTHIA MARIE","REP","H8WY00148","WY","0","LUMMIS","GOP"
"3158","3158","SELVIG, MARISSA JOY","CON","H2WY01016","WY","0","SELVIG","CON"
"3159","3159","HARDISON, CASEY WILLIAM MR","OTH","H2WY01057","WY","0","HARDISON","OTH"
"3160","3160","HARDISON, CASEY WILLIAM","OTH","H2WY01065","WY","0","HARDISON","OTH"
"3161","3161","CLINTON, HILLARY RODHAM / TIMOTHY MICHAEL KAINE","DEM","P00003392","0","0","CLINTON","DEM"
"3162","3162","DELANEY, JOHN K.","DEM","P00006213","0","0","DELANEY","DEM"
"3163","3163","YANG, ANDREW MR.","DEM","P00006486","0","0","YANG","DEM"
"3164","3164","BRADFORD, DAPHNE DENISE","DEM","P00008532","0","0","BRADFORD","DEM"
"3165","3165","OJEDA, RICHARD NEECE II","DEM","P00008763","0","0","OJEDA","DEM"
"3166","3166","SENEY, RAYMOND J","DEM","P00009225","0","0","SENEY","DEM"
"3167","3167","GILLIBRAND, KIRSTEN","DEM","P00009290","0","0","GILLIBRAND","DEM"
"3168","3168","HARRIS, KAMALA D.","DEM","P00009423","0","0","HARRIS","DEM"
"3169","3169","WILSON, KURTIS KING MR","DEM","P00009456","0","0","WILSON","DEM"
"3170","3170","WARREN, ELIZABETH","DEM","P00009621","0","0","WARREN","DEM"
"3171","3171","BOOKER, CORY A.","DEM","P00009795","0","0","BOOKER","DEM"
"3172","3172","WILLIAMSON, MARIANNE","DEM","P00009910","0","0","WILLIAMSON","DEM"
"3173","3173","INSLEE, JAY R","DEM","P00010454","0","0","INSLEE","DEM"
"3174","3174","HICKENLOOPER, JOHN W.","DEM","P00010520","0","0","HICKENLOOPER","DEM"
"3175","3175","O'ROURKE, ROBERT BETO","DEM","P00010793","0","0","O'ROURKE","DEM"
"3176","3176","MESSAM, WAYNE MARTIN","DEM","P00010827","0","0","MESSAM","DEM"
"3177","3177","GRAVEL, MAURICE ROBERT","DEM","P00011254","0","0","GRAVEL","DEM"
"3178","3178","BENNET, MICHAEL F.","DEM","P00011833","0","0","BENNET","DEM"
"3179","3179","MOULTON, SETH","DEM","P00011866","0","0","MOULTON","DEM"
"3180","3180","BULLOCK, STEVE","DEM","P00011999","0","0","BULLOCK","DEM"
"3181","3181","DE BLASIO, BILL","DEM","P00012054","0","0","DE","DEM"
"3182","3182","MCINNIS, CHARLETA","DEM","P00012427","0","0","MCINNIS","DEM"
"3183","3183","STEYER, TOM","DEM","P00012716","0","0","STEYER","DEM"
"3184","3184","BOYD, MOSEMARIE DORA (""MOSIE"")","DEM","P00013201","0","0","BOYD","DEM"
"3185","3185","BLOOMBERG, MICHAEL R.","DEM","P00014530","0","0","BLOOMBERG","DEM"
"3186","3186","HALL, ELLA REE","DEM","P00015669","0","0","HALL","DEM"
"3187","3187","EDWARDS, JOHN","DEM","P40002347","0","0","EDWARDS","DEM"
"3188","3188","SHARPTON, REV ALFRED C","DEM","P40002404","0","0","SHARPTON","DEM"
"3189","3189","SANDERS, BERNARD","DEM","P60007168","0","0","SANDERS","DEM"
"3190","3190","BIDEN, JOSEPH R JR","DEM","P80000722","0","0","BIDEN","DEM"
"3191","3191","KLOBUCHAR, AMY J.","DEM","P80006117","0","0","KLOBUCHAR","DEM"
"3192","3192","LEE, HUHNKIE","REP","P00007823","0","0","LEE","GOP"
"3193","3193","BRAINARD, CHRISTOPHER","REP","P00009167","0","0","BRAINARD","GOP"
"3194","3194","PEPPE, JAMES","REP","P00009951","0","0","PEPPE","GOP"
"3195","3195","WELD, WILLIAM FLOYD (BILL)","REP","P00011239","0","0","WELD","GOP"
"3196","3196","WALSH, JOE","REP","P00013276","0","0","WALSH","GOP"
"3197","3197","SANFORD, MARSHALL HON","REP","P00013649","0","0","SANFORD","GOP"
"3198","3198","RODEO, KENNY","REP","P00015131","0","0","RODEO","GOP"
"3199","3199","SANTORUM, RICHARD J.","REP","P20002721","0","0","SANTORUM","GOP"
"3200","3200","BACHMANN, MICHELE","REP","P20002978","0","0","BACHMANN","GOP"
"3201","3201","GINGRICH, NEWT","REP","P60003654","0","0","GINGRICH","GOP"
"3202","3202","WALKER, SCOTT","REP","P60006046","0","0","WALKER","GOP"
"3203","3203","CRUZ, RAFAEL EDWARD ""TED""","REP","P60006111","0","0","CRUZ","GOP"
"3204","3204","RUBIO, MARCO","REP","P60006723","0","0","RUBIO","GOP"
"3205","3205","PATAKI, GEORGE E","REP","P60007572","0","0","PATAKI","GOP"
"3206","3206","BUSH, JEB","REP","P60008059","0","0","BUSH","GOP"
"3207","3207","DE  LA  FUENTE, ROQUE ROCKY","REP","P60016342","0","0","DE","GOP"
"3208","3208","PAUL, RON","REP","P80000748","0","0","PAUL","GOP"
"3209","3209","WUENSCHE, VERNON EDGAR","REP","P80003817","0","0","WUENSCHE","GOP"
"3210","3210","WEST, KANYE","BDY","P00016741","0","0","WEST","BDY"
"3211","3211","ROLDE, DAVID","GRE","P00013292","0","0","ROLDE","GRE"
"3212","3212","BUCHSER-LOCHOCKI, SUSAN","GRE","P00014357","0","0","BUCHSER-LOCHOCKI","GRE"
"3213","3213","STEIN, JILL","GRE","P20003984","0","0","STEIN","GRE"
"3214","3214","SCHRINER, JOSEPH CHARLES","IND","P00003962","0","0","SCHRINER","IND"
"3215","3215","MCCRAY, VALERIE LIN DR.","IND","P00010660","0","0","MCCRAY","IND"
"3216","3216","BRADFORD, SCOTT","IND","P00010835","0","0","BRADFORD","IND"
"3217","3217","CHARLES, MARK R.","IND","P00012039","0","0","CHARLES","IND"
"3218","3218","TAYLOR, HORACE DONALD","IND","P00013631","0","0","TAYLOR","IND"
"3219","3219","SCURLOCK, FRANK MIALS","IND","P00016253","0","0","SCURLOCK","IND"
"3220","3220","PIERCE, BROCK","IND","P00016550","0","0","PIERCE","IND"
"3221","3221","KEYES, ALAN L","IND","P60003076","0","0","KEYES","IND"
"3222","3222","BERRY, JOEY","IND","P60011517","0","0","BERRY","IND"
"3223","3223","MCMULLIN, EVAN / MINDY FINN","IND","P60022654","0","0","MCMULLIN","IND"
"3224","3224","HOFF, SAMUEL B DR","IND","P80000672","0","0","HOFF","IND"
"3225","3225","ELLIOTT, CLAIRE ELISABETH","IND","P80003643","0","0","ELLIOTT","IND"
"3226","3226","KOKESH, ADAM","LIB","P00006841","0","0","KOKESH","LIB"
"3227","3227","SUPREME, VERMIN LOVE","LIB","P00012492","0","0","SUPREME","LIB"
"3228","3228","JORGENSEN, JO","LIB","P00013524","0","0","JORGENSEN","LIB"
"3229","3229","VANACORE, LOUIS DEAN","LIB","P00014746","0","0","VANACORE","LIB"
"3230","3230","MONDS, JOHN","LIB","P00015289","0","0","MONDS","LIB"
"3231","3231","GRAY, PHIL MR.","LIB","P00015354","0","0","GRAY","LIB"
"3232","3232","JOHNSON, GARY / WILLIAM ""BILL"" WELD","LIB","P20002671","0","0","JOHNSON","LIB"
"3233","3233","CHAFEE, LINCOLN DAVENPORT MR.","LIB","P60008075","0","0","CHAFEE","LIB"
"3234","3234","GERHARDT, ERIK","LP","P00012153","0","0","GERHARDT","LP"
"3235","3235","SMITH, DWIGHT STANFORD","NNE","P00012187","0","0","SMITH","NNE"
"3236","3236","PRAG, CHOMI","NNE","P60016920","0","0","PRAG","NNE"
"3237","3237","VALENTINE, JAMES","NNE","P60017100","0","0","VALENTINE","NNE"
"3238","3238","CARROLL, BRIAN T","NPA","P00013771","0","0","CARROLL","NPA"
"3239","3239","GEORGE, JEFF","NPA","P60019668","0","0","GEORGE","NPA"
"3240","3240","SPONHEIM, DAVID JON","OTH","P20003174","0","0","SPONHEIM","OTH"
"3241","3241","ROBERTS, CLIFTON LEE MR.","OTH","P60017852","0","0","ROBERTS","OTH"
"3242","3242","HUNTER, DARIO DAVID","PRU","P00010124","0","0","HUNTER","PRU"
"3243","3243","SIMMONS, JADE","UN","P00015537","0","0","SIMMONS","UN"
"3244","3244","MEDEIROS, JOHN MANIMAS MR.","W","P00014126","0","0","MEDEIROS","W"
"3245","3245","GRAY-JACKSON, ELVI","DEM","S2AK00184","AK","0","GRAY-JACKSON","DEM"
"3246","3246","CHESBRO, PATRICIA","DEM","S2AK00226","AK","0","CHESBRO","DEM"
"3247","3247","TSHIBAKA, KELLY","REP","S2AK00127","AK","0","TSHIBAKA","GOP"
"3248","3248","MURKOWSKI, LISA","REP","S4AK00099","AK","0","MURKOWSKI","GOP"
"3249","3249","SULLIVAN, DAN","REP","S4AK00214","AK","0","SULLIVAN","GOP"
"3250","3250","STEPHENS, JOE TRUMP AKA NOT MURKOWSKI","AKI","S2AK00176","AK","0","STEPHENS","AKI"
"3251","3251","GROSS, AL DR.","IND","S0AK00196","AK","0","GROSS","IND"
"3252","3252","GUNGURSTEIN, SHOSHANA","IND","S2AK00218","AK","0","GUNGURSTEIN","IND"
"3253","3253","MILLER, JOSEPH W","LIB","S0AK00121","AK","0","MILLER","LIB"
"3254","3254","THORNE, SEAN MICHAEL","LIB","S2AK00168","AK","0","THORNE","LIB"
"3255","3255","LEE, HUHNKIE","UN","S2AK00135","AK","0","LEE","UN"
"3256","3256","JACKSON, LANNY EDWARD MR.","DEM","S2AL00236","AL","0","JACKSON","DEM"
"3257","3257","BOYD, WILLIE EUGENE DR. JR.","DEM","S2AL00251","AL","0","BOYD","DEM"
"3258","3258","CRUMPTON, RONALD (RON) STEVEN","DEM","S6AL00302","AL","0","CRUMPTON","DEM"
"3259","3259","BYRNE, BRADLEY ROBERTS","REP","S0AL00206","AL","0","BYRNE","GOP"
"3260","3260","TUBERVILLE, THOMAS H","REP","S0AL00230","AL","0","TUBERVILLE","GOP"
"3261","3261","MOONEY, ARNOLD","REP","S0AL00263","AL","0","MOONEY","GOP"
"3262","3262","MERRILL, JOHN H","REP","S0AL00289","AL","0","MERRILL","GOP"
"3263","3263","BLANCHARD, LYNDA","REP","S2AL00137","AL","0","BLANCHARD","GOP"
"3264","3264","BRITT, KATIE BOYD","REP","S2AL00145","AL","0","BRITT","GOP"
"3265","3265","TAYLOR, JESSICA","REP","S2AL00152","AL","0","TAYLOR","GOP"
"3266","3266","SCHAFER, JACOB MARC","REP","S2AL00160","AL","0","SCHAFER","GOP"
"3267","3267","DURANT, MICHAEL","REP","S2AL00202","AL","0","DURANT","GOP"
"3268","3268","DUPRIEST, KARLA","REP","S2AL00228","AL","0","DUPRIEST","GOP"
"3269","3269","SHELBY, RICHARD C","REP","S6AL00013","AL","0","SHELBY","GOP"
"3270","3270","SESSIONS, JEFFERSON B","REP","S6AL00195","AL","0","SESSIONS","GOP"
"3271","3271","STRANGE, LUTHER J III","REP","S8AL00308","AL","0","STRANGE","GOP"
"3272","3272","BROOKS, MO","REP","S8AL00381","AL","0","BROOKS","GOP"
"3273","3273","WHITFIELD, DANIEL ALLEN","DEM","S0AR00218","AR","0","WHITFIELD","DEM"
"3274","3274","JAMES, NATALIE","DEM","S2AR00115","AR","0","JAMES","DEM"
"3275","3275","BOOZMAN, SEN. JOHN","REP","S0AR00150","AR","0","BOOZMAN","GOP"
"3276","3276","LOFTIS, HEATH PASTOR","REP","S2AR00073","AR","0","LOFTIS","GOP"
"3277","3277","MORGAN, JAN","REP","S2AR00081","AR","0","MORGAN","GOP"
"3278","3278","DEEL, MICHAEL","REP","S2AR00099","AR","0","DEEL","GOP"
"3279","3279","BEQUETTE, JAKE MR.","REP","S2AR00107","AR","0","BEQUETTE","GOP"
"3280","3280","COTTON, THOMAS","REP","S4AR00103","AR","0","COTTON","GOP"
"3281","3281","HARRINGTON, RICKY DALE MR. JR","LIB","S0AR00226","AR","0","HARRINGTON","LIB"
"3282","3282","KELLY, MARK","DEM","S0AZ00350","AZ","0","KELLY","DEM"
"3283","3283","SINEMA, KYRSTEN","DEM","S8AZ00197","AZ","0","SINEMA","DEM"
"3284","3284","MCCARTHY, DANIEL","REP","S0AZ00376","AZ","0","MCCARTHY","GOP"
"3285","3285","FLAKE, JEFF","REP","S2AZ00141","AZ","0","FLAKE","GOP"
"3286","3286","PAVEZA, ROBERT","REP","S2AZ00323","AZ","0","PAVEZA","GOP"
"3287","3287","LAMON, JIM MR","REP","S2AZ00331","AZ","0","LAMON","GOP"
"3288","3288","MCGUIRE, MICHAEL MICK","REP","S2AZ00349","AZ","0","MCGUIRE","GOP"
"3289","3289","BRNOVICH, MARK MR.","REP","S2AZ00356","AZ","0","BRNOVICH","GOP"
"3290","3290","MASTERS, BLAKE","REP","S2AZ00372","AZ","0","MASTERS","GOP"
"3291","3291","OLSON, JUSTIN","REP","S2AZ00380","AZ","0","OLSON","GOP"
"3292","3292","MELUSKEY, ALEXANDER","REP","S6AZ00217","AZ","0","MELUSKEY","GOP"
"3293","3293","VICTOR, MARC J","LIB","S2AZ00299","AZ","0","VICTOR","LIB"
"3294","3294","FEINSTEIN, DIANNE","DEM","S0CA00199","CA","0","FEINSTEIN","DEM"
"3295","3295","PADILLA, ALEX","DEM","S2CA00955","CA","0","PADILLA","DEM"
"3296","3296","INGRAM, DENARD TYRONE","DEM","S2CA00989","CA","0","INGRAM","DEM"
"3297","3297","THEODORE, CHRIS MARK MR.","DEM","S2CA01193","CA","0","THEODORE","DEM"
"3298","3298","THEODORE, CHRIS MARK MR.","DEM","S2CA01201","CA","0","THEODORE","DEM"
"3299","3299","ARNOLD, MARIE ENCAR","DEM","S2CA01219","CA","0","ARNOLD","DEM"
"3300","3300","ARNOLD, MARIE ENCAR A","DEM","S2CA01227","CA","0","ARNOLD","DEM"
"3301","3301","URSICH, TIMOTHY J DR","DEM","S2CA01276","CA","0","URSICH","DEM"
"3302","3302","O'DOWD, DAN","DEM","S2CA01284","CA","0","O'DOWD","DEM"
"3303","3303","SANCHEZ, LORETTA","DEM","S6CA00691","CA","0","SANCHEZ","DEM"
"3304","3304","LIEW, SARAH DR.","REP","S2CA00872","CA","0","LIEW","GOP"
"3305","3305","LUCERO, ROBERT GEORGE MR JR","REP","S2CA00898","CA","0","LUCERO","GOP"
"3306","3306","ZHOU, LIJUN (LILY)","REP","S2CA00948","CA","0","ZHOU","GOP"
"3307","3307","TAYLOR, PAUL A MR","REP","S2CA00971","CA","0","TAYLOR","GOP"
"3308","3308","GIRARD, YVONNE RENEE","REP","S2CA00997","CA","0","GIRARD","GOP"
"3309","3309","HENG, ELIZABETH","REP","S2CA01003","CA","0","HENG","GOP"
"3310","3310","MEUSER, MARK","REP","S2CA01060","CA","0","MEUSER","GOP"
"3311","3311","WILLIAMS, CORDIE LEE DR.","REP","S2CA01094","CA","0","WILLIAMS","GOP"
"3312","3312","SMITH, CHARLES E","REP","S2CA01110","CA","0","SMITH","GOP"
"3313","3313","HALL, MYRON LOUIS DR.","REP","S2CA01185","CA","0","HALL","GOP"
"3314","3314","ELIST, JON","REP","S2CA01250","CA","0","ELIST","GOP"
"3315","3315","BRADLEY, JAMES P.","REP","S8CA00515","CA","0","BRADLEY","GOP"
"3316","3316","BHUMITRA, ARUN K","REP","S8CA00572","CA","0","BHUMITRA","GOP"
"3317","3317","DE LA FUENTE, ROQUE ROCKY","REP","S8CA00598","CA","0","DE","GOP"
"3318","3318","BRADFORD, DAPHNE","IND","S0CA00496","CA","0","BRADFORD","IND"
"3319","3319","BENNET, MICHAEL F.","DEM","S0CO00211","CO","0","BENNET","DEM"
"3320","3320","ROMANOFF, ANDREW","DEM","S0CO00286","CO","0","ROMANOFF","DEM"
"3321","3321","GARCIA, LORENA LORENA FOR","DEM","S0CO00435","CO","0","GARCIA","DEM"
"3322","3322","ZORNIO, PATRICIA ANNE","DEM","S0CO00450","CO","0","ZORNIO","DEM"
"3323","3323","JOHNSTON, MICHAEL C","DEM","S0CO00468","CO","0","JOHNSTON","DEM"
"3324","3324","SPAULDING, STEPHANY ROSE","DEM","S0CO00484","CO","0","SPAULDING","DEM"
"3325","3325","BAER, DAN","DEM","S0CO00500","CO","0","BAER","DEM"
"3326","3326","HICKENLOOPER, JOHN W.","DEM","S0CO00575","CO","0","HICKENLOOPER","DEM"
"3327","3327","BRESLIN, KAREN","DEM","S2CO00191","CO","0","BRESLIN","DEM"
"3328","3328","YU, PETER","REP","S2CO00167","CO","0","YU","GOP"
"3329","3329","AADLAND, ERIK","REP","S2CO00175","CO","0","AADLAND","GOP"
"3330","3330","BREMER, ELI","REP","S2CO00209","CO","0","BREMER","GOP"
"3331","3331","CAMPANA, GINO","REP","S2CO00225","CO","0","CAMPANA","GOP"
"3332","3332","HANKS, RON","REP","S2CO00233","CO","0","HANKS","GOP"
"3333","3333","O'DEA, JOSEPH MATTHEW","REP","S2CO00241","CO","0","O'DEA","GOP"
"3334","3334","FLORA, DEBORAH","REP","S2CO00258","CO","0","FLORA","GOP"
"3335","3335","MOORE, GREGORY JOHN DR.","REP","S2CO00274","CO","0","MOORE","GOP"
"3336","3336","TRUJILLO, FLOYD","REP","S4CO00379","CO","0","TRUJILLO","GOP"
"3337","3337","GARDNER, CORY","REP","S4CO00395","CO","0","GARDNER","GOP"
"3338","3338","NAPOLITANO, JASON ANDREW","IND","S0CO00344","CO","0","NAPOLITANO","IND"
"3339","3339","BLUMENTHAL, RICHARD","DEM","S0CT00177","CT","0","BLUMENTHAL","DEM"
"3340","3340","MURPHY, CHRISTOPHER S","DEM","S2CT00132","CT","0","MURPHY","DEM"
"3341","3341","HYDE, ROBERT FINLEY","REP","S2CT00256","CT","0","HYDE","GOP"
"3342","3342","FLYNN, JOHN J","REP","S2CT00264","CT","0","FLYNN","GOP"
"3343","3343","LUMAJ, PJERIN (PETER)","REP","S2CT00272","CT","0","LUMAJ","GOP"
"3344","3344","KLARIDES, THEMIS","REP","S2CT00306","CT","0","KLARIDES","GOP"
"3345","3345","LEVY, LEORA","REP","S2CT00314","CT","0","LEVY","GOP"
"3346","3346","WOLF, AUGUST L","REP","S6CT05090","CT","0","WOLF","GOP"
"3347","3347","VISCONTI, JOE","REP","S8CT00154","CT","0","VISCONTI","GOP"
"3348","3348","TALMADGE, KRISTI L","UN","S2CT00348","CT","0","TALMADGE","UN"
"3349","3349","COONS, CHRISTOPHER A.","DEM","S0DE00092","DE","0","COONS","DEM"
"3350","3350","SCARANE, JESSICA","DEM","S0DE00175","DE","0","SCARANE","DEM"
"3351","3351","CARPER, THOMAS R.","DEM","S8DE00079","DE","0","CARPER","DEM"
"3352","3352","WITZKE, LAUREN ELENA","REP","S0DE00183","DE","0","WITZKE","GOP"
"3353","3353","DEMARTINO, JAMES","REP","S0DE00191","DE","0","DEMARTINO","GOP"
"3354","3354","O'DONNELL, CHRISTINE","REP","S6DE00131","DE","0","O'DONNELL","GOP"
"3355","3355","TRUONO, EUGENE (GENE) J JR","REP","S8DE00129","DE","0","TRUONO","GOP"
"3356","3356","LAROSE, JOSUE","DEM","S2FL00441","FL","0","LAROSE","DEM"
"3357","3357","ELLISON, ALLEN","DEM","S2FL00458","FL","0","ELLISON","DEM"
"3358","3358","WEIL, JOSHUA JOSEPH","DEM","S2FL00466","FL","0","WEIL","DEM"
"3359","3359","GRAYSON, ALAN MARK","DEM","S2FL00581","FL","0","GRAYSON","DEM"
"3360","3360","SANCHEZ, WILLIAM","DEM","S2FL00623","FL","0","SANCHEZ","DEM"
"3361","3361","DEMINGS, VAL","DEM","S2FL00631","FL","0","DEMINGS","DEM"
"3362","3362","WATSON, COLEMAN","DEM","S2FL00672","FL","0","WATSON","DEM"
"3363","3363","FOX, ALBERT A MR JR","DEM","S2FL00680","FL","0","FOX","DEM"
"3364","3364","RUSH, BRIAN","DEM","S2FL00748","FL","0","RUSH","DEM"
"3365","3365","DE LA FUENTE, RICARDO","DEM","S2FL00755","FL","0","DE","DEM"
"3366","3366","DE LA FUENTE, RICARDO","DEM","S2FL00763","FL","0","DE","DEM"
"3367","3367","GRAYSON, ALAN MARK","DEM","S6FL00376","FL","0","GRAYSON","DEM"
"3368","3368","NELSON, BILL","DEM","S8FL00166","FL","0","NELSON","DEM"
"3369","3369","RUBIO, MARCO","REP","S0FL00338","FL","0","RUBIO","GOP"
"3370","3370","SKRBIC, LJUBO DR","REP","S0FL00619","FL","0","SKRBIC","GOP"
"3371","3371","HARIDOPOLOS, MIKE","REP","S2FL00193","FL","0","HARIDOPOLOS","GOP"
"3372","3372","MIGUEL, LUIS","REP","S2FL00490","FL","0","MIGUEL","GOP"
"3373","3373","DRIGGERS, CALVIN JOB","REP","S2FL00557","FL","0","DRIGGERS","GOP"
"3374","3374","DEPUY, KEVIN C GYSGT","REP","S2FL00706","FL","0","DEPUY","GOP"
"3375","3375","MCBRIDE, WILLIAM","REP","S6FL00236","FL","0","MCBRIDE","GOP"
"3376","3376","JONES, LATERESA ANN","REP","S6FL00277","FL","0","JONES","GOP"
"3377","3377","SCOTT, RICK SEN","REP","S8FL00273","FL","0","SCOTT","GOP"
"3378","3378","MISIGOY, DENNIS","LIB","S2FL00615","FL","0","MISIGOY","LIB"
"3379","3379","HOLIC, JASON KYLE","NNE","S2FL00516","FL","0","HOLIC","NNE"
"3380","3380","BARBERENA, CARLOS JOSE","NPA","S2FL00433","FL","0","BARBERENA","NPA"
"3381","3381","GRANT, STEVEN B","NPA","S2FL00508","FL","0","GRANT","NPA"
"3382","3382","NGUYEN, QUOC TUAN MR.","NPA","S2FL00656","FL","0","NGUYEN","NPA"
"3383","3383","TOMLINSON, TERESA PIKE","DEM","S0GA00393","GA","0","TOMLINSON","DEM"
"3384","3384","RIGGS AMICO, SARAH","DEM","S0GA00401","GA","0","RIGGS","DEM"
"3385","3385","LIEBERMAN, MATTHEW","DEM","S0GA00468","GA","0","LIEBERMAN","DEM"
"3386","3386","JOHNSON-SHEALEY, TAMARA","DEM","S0GA00484","GA","0","JOHNSON-SHEALEY","DEM"
"3387","3387","WARNOCK, RAPHAEL","DEM","S0GA00559","GA","0","WARNOCK","DEM"
"3388","3388","TARVER, EDWARD J.","DEM","S0GA00583","GA","0","TARVER","DEM"
"3389","3389","JACKSON, DEBORAH A","DEM","S0GA00591","GA","0","JACKSON","DEM"
"3390","3390","OSSOFF, T. JONATHAN","DEM","S8GA00180","GA","0","OSSOFF","DEM"
"3391","3391","LOEFFLER, KELLY","REP","S0GA00526","GA","0","LOEFFLER","GOP"
